Node1,Node2,Sign,network,network_no_sign
P31751,Q9UBK2,-1,naive,naive
P31751,O43524,-1,naive,naive
P31751,P49841,-1,naive,naive
P31751,P17542,-1,naive,naive
P31751,P23769,-1,naive,naive
P31751,Q9Y261,-1,naive,naive
P68400,Q8TAQ2,1,naive,naive
P28482,P68400,1,naive/stim,naive/stim
Q16539,P15336,1,naive/stim,naive/stim
P28482,P15336,1,naive,naive
P84022,Q06710,-1,naive/stim,naive/stim
P49918,P11802,-1,naive,naive
P23443,P49841,-1,naive,naive
Q16539,O75030,1,naive,naive
P28482,O75030,1,naive/stim,naive/stim
Q9UBK2,Q07869,1,naive,naive
Q16539,Q9UBK2,1,naive,naive
Q13131,Q9UBK2,1,naive,naive
Q9UBK2,P11474,1,naive,naive
Q16539,Q02078,1,naive/stim,naive/stim
P28482,P42229,1,naive,naive
P42229,Q9BZS1,1,naive/stim,naive/stim
Q04206,Q07869,-1,naive,naive
P28482,Q16665,1,naive,naive
P49841,P17676,1,naive,naive
P17676,Q16254,1,naive,naive
P28482,P17676,1,naive,naive
Q16539,O60381,1,naive/stim,naive/stim
P28482,Q07869,1,naive,naive
Q16539,O43524,1,naive/stim,naive/stim
Q13131,O43524,1,naive/stim,naive/stim
P28482,P15976,1,naive,naive
Q02447,P08047,1,naive/stim,naive/stim
P28482,Q02447,1,naive,naive
Q16539,P28482,1,naive,naive
Q16539,P41235,1,naive,naive
Q16539,P23769,1,naive,naive
Q16539,P28324,1,naive/stim,naive/stim
Q16539,Q99626,1,naive/stim,naive/stim
O60716,Q86T24,-1,naive/stim,naive/stim
P28482,P08047,1,naive,naive
P18564,P01137,1,naive/stim,naive/stim
P28482,P14921,1,naive,naive
P28482,P23769,1,naive/stim,naive/stim
P28482,P28324,1,naive,naive
P28482,Q8NHW3,1,naive,naive
P15036,P14921,1,naive,naive
Q13131,Q6N021,1,naive/stim,naive/stim
Q99704,P18564,-1,naive,naive
Q6N021,P19544,1,naive/stim,naive/stim
P28347,O43524,1,naive/stim,naive/stim
P19838,P49711,-1,naive/stim,naive/stim
P20749,P49711,-1,naive,naive
Q92826,P15884,-1,naive,naive
Q5VWQ8,P37275,-1,naive,naive
P23511,Q5VTD9,1,naive,naive
P25116,P15407,1,naive,naive
O15054,Q15306,1,naive/stim,naive/stim
P42226,Q9UBK2,1,naive,naive
P25116,Q99612,1,naive,naive
P05198,P18848,1,naive,naive
Q5VWQ8,Q92786,-1,naive/stim,naive/stim
P42226,Q07869,1,naive,naive
P42226,O15054,1,naive/stim,naive/stim
Q15672,P25116,-1,naive,naive
Q8NHW3,P52945,1,naive,naive
Q00535,Q13153,-1,naive,naive
Q13950,P12643,1,naive,naive
P27361,P51812,1,naive,naive
P51812,P50549,1,naive/stim,naive/stim
Q9Y243,O75376,-1,naive,naive
Q9Y243,Q12778,-1,naive,naive
Q9Y243,P10276,-1,naive,naive
Q9Y243,P49918,-1,naive,naive
Q9Y243,P84022,-1,naive,naive
Q9Y243,P98177,-1,naive,naive
P27361,P19793,1,naive,naive
P10276,P19793,1,naive,naive
P45984,P19793,-1,naive,naive
P10589,P19793,1,naive,naive
P04637,O15350,1,naive/stim,naive/stim
P12643,Q99717,1,naive,naive
Q13131,P14859,-1,naive/stim,naive/stim
P27361,P36956,1,naive/stim,naive/stim
P27361,P24941,1,naive,naive
P67775,P27361,-1,naive,naive
P27361,P04637,1,naive/stim,naive/stim
P27361,Q15788,1,naive,naive
P27361,P20749,1,naive/stim,naive/stim
P27361,P23443,1,naive,naive
P27361,Q06546,1,naive/stim,naive/stim
P27361,Q04206,1,naive,naive
P27361,Q15672,1,naive,naive
P27361,P17535,1,naive/stim,naive/stim
P27361,Q01196,1,naive,naive
P07949,P27361,1,naive/stim,naive/stim
Q16539,P27361,-1,naive,naive
P27361,P19419,1,naive,naive
P27361,Q15648,1,naive/stim,naive/stim
P31749,Q16656,1,naive,naive
P35222,Q12778,1,naive,naive
P31749,P35222,1,naive,naive
P31751,P35222,1,naive,naive
Q13153,P35222,1,naive/stim,naive/stim
P35222,P36402,1,naive/stim,naive/stim
P49841,P35222,-1,naive/stim,naive/stim
P35222,P98177,1,naive/stim,naive/stim
Q99626,P35222,-1,naive,naive
P35222,Q9HCS4,1,naive/stim,naive/stim
Q14790,Q13546,-1,naive,naive
Q14790,Q8TCW9,-1,naive,naive
Q13547,Q13363,1,naive/stim,naive/stim
Q13131,Q13363,-1,naive/stim,naive/stim
Q13363,O60315,1,naive/stim,naive/stim
P23771,P49715,-1,naive/stim,naive/stim
P49715,P22415,1,naive,naive
P28482,P49715,-1,naive/stim,naive/stim
P16220,Q12778,-1,naive/stim,naive/stim
Q9Y261,P32243,-1,naive/stim,naive/stim
P31751,P19838,1,naive,naive
P20749,P19838,1,naive,naive
O14757,P19838,-1,naive,naive
Q13546,P19838,1,naive,naive
P46531,P19838,1,naive,naive
P19838,Q04206,1,naive,naive
Q92831,P24941,-1,naive,naive
P25490,P46531,-1,naive,naive
P23443,P36956,1,naive,naive
P49841,P36956,-1,naive/stim,naive/stim
Q13131,P36956,-1,naive,naive
P48552,Q13285,-1,naive,naive
P52333,P52630,1,naive,naive
P49841,P10070,-1,naive,naive
Q14186,Q14209,1,naive,naive
Q15831,Q13153,-1,naive,naive
P55210,Q8TCW9,-1,naive,naive
P55210,Q02080,-1,naive,naive
P24941,P04637,1,naive,naive
P31749,P24941,1,naive,naive
P24941,Q14186,1,naive,naive
P24941,Q01167,1,naive,naive
P67775,P31749,-1,naive,naive
P67775,P31751,-1,naive,naive
P67775,P23443,-1,naive,naive
P67775,Q13153,-1,naive,naive
P67775,Q04206,-1,naive,naive
P67775,P32519,-1,naive/stim,naive/stim
P04637,O43474,1,naive/stim,naive/stim
P04637,Q99856,1,naive,naive
P19544,P04637,-1,naive,naive
P04637,O14503,1,naive,naive
Q12778,O43474,1,naive,naive
P84022,Q12778,1,naive/stim,naive/stim
Q07869,Q12778,-1,naive,naive
P28482,Q12778,-1,naive,naive
P42224,Q04206,-1,naive,naive
P31749,P23443,1,naive,naive
P31749,Q13153,1,naive,naive
Q13362,P31749,-1,naive,naive
P31749,P84022,1,naive,naive
P31749,Q15672,1,naive,naive
P07949,P31749,1,naive,naive
P28482,P10242,-1,naive/stim,naive/stim
P26367,O75444,1,naive/stim,naive/stim
P23771,Q9UL17,-1,naive/stim,naive/stim
P68400,P61244,-1,naive,naive
P84022,P61244,1,naive/stim,naive/stim
P61244,P50539,1,naive/stim,naive/stim
Q13547,Q01543,1,naive,naive
P20749,Q13547,1,naive,naive
Q01196,Q13547,1,naive,naive
Q01664,Q13547,1,naive,naive
P19174,Q9UQM7,1,naive/stim,naive/stim
P45984,P17275,-1,naive/stim,naive/stim
Q9UM73,P19174,1,naive,naive
P33076,P25208,1,naive/stim,naive/stim
P31751,Q15672,1,naive,naive
P07949,P31751,1,naive,naive
P68400,Q08945,-1,naive,naive
P68400,Q01892,-1,naive/stim,naive/stim
Q13546,Q5VWQ8,1,naive,naive
P84022,P46531,1,naive,naive
P11802,Q13761,-1,naive/stim,naive/stim
Q13362,P23443,-1,naive,naive
P23443,Q03060,1,naive,naive
Q13153,P78545,1,naive/stim,naive/stim
P84022,Q15329,1,naive/stim,naive/stim
P28482,P84022,-1,naive,naive
P11802,P84022,-1,naive,naive
Q9UM73,P52333,1,naive,naive
Q9BZS1,P51449,-1,naive/stim,naive/stim
P07949,O60716,1,naive/stim,naive/stim
P07949,Q99704,1,naive,naive
P49767,P07949,1,naive/stim,naive/stim
P49841,Q13887,-1,naive/stim,naive/stim
P49841,Q14494,-1,naive,naive
P28482,P98177,-1,naive/stim,naive/stim
P01137,P12643,-1,naive,naive
P49767,Q9UM73,1,naive,naive
P33076,O14593,1,naive/stim,naive/stim
Q15648,Q92908,1,naive/stim,naive/stim
P14859,Q15672,1,naive/stim,naive/stim
P25490,Q92826,-1,naive/stim,naive/stim
P37275,Q6ISB3,-1,naive,naive
O75626,P33076,-1,naive/stim,naive/stim
Q15672,P10589,1,naive,naive
P46531,Q99081,1,naive,naive
P27361,P48436,1,naive/stim,naive/stim
Q16552,P57682,1,naive/stim,naive/stim
P01137,P26367,-1,naive/stim,naive/stim
P01137,Q01664,-1,naive/stim,naive/stim
P27540,P24941,-1,naive,naive
Q13950,Q15672,1,naive,naive
Q13950,P49767,1,naive/stim,naive/stim
P10070,P12643,1,naive,naive
P51449,Q16552,1,naive/stim,naive/stim
P31749,P12755,-1,naive,naive
P31751,P12755,-1,naive,naive
P12755,Q99717,-1,naive,naive
P24941,P50613,1,naive,naive
P50613,P04637,1,naive,naive
P50613,P10276,1,naive,naive
P50613,Q13285,1,naive,naive
P12755,P84022,-1,naive,naive
P37173,O43318,1,naive,naive
O43318,Q16539,1,naive,naive
O43318,Q15750,1,naive,naive
O43318,Q13131,1,naive,naive
Q15750,P49116,1,naive,naive
Q15750,P45984,1,naive,naive
P01137,P37173,1,naive,naive
P37173,P62714,1,naive,naive
O43318,P84022,-1,naive,naive
P62714,P31749,-1,naive,naive
P62714,P31751,-1,naive,naive
P62714,P23443,-1,naive,naive
P62714,P32519,-1,naive,naive
Q14469,Q86Y01,-1,stim,stim
O75460,P17861,1,stim,stim
P28482,P51812,1,stim,stim
Q9HCE7,Q99717,-1,stim,stim
Q09472,Q15796,1,stim,stim
Q09472,P27540,1,stim,stim
Q09472,P25490,1,stim,stim
Q09472,P10914,1,stim,stim
Q09472,O75030,1,stim,stim
Q09472,P22736,1,stim,stim
P28482,Q09472,1,stim,stim
Q86Y01,Q09472,1,stim,stim
Q13131,Q09472,-1,stim,stim
P51449,O00327,1,stim,stim
P27361,P29350,-1,stim,stim
P27361,Q12778,-1,stim,stim
Q15796,P84022,1,stim,stim
P01137,Q15796,1,stim,stim
Q15796,Q16254,1,stim,stim
P28482,Q15796,1,stim,stim
P17252,P29350,1,stim,stim
P67775,P17252,-1,stim,stim
P17252,P63104,1,stim,stim
P17252,P19174,1,stim,stim
P17252,P28482,1,stim,stim
P17252,P18564,1,stim,stim
O14920,P19838,-1,stim,stim
O14920,Q12778,-1,stim,stim
Q5VWQ8,O75460,1,stim,stim
O14543,Q14765,1,stim,stim
P52333,O14543,1,stim,stim
P29350,P52333,1,stim,stim
Q05655,P29350,1,stim,stim
P24941,Q14207,1,stim,stim
P28482,P24941,1,stim,stim
P67775,Q05655,-1,stim,stim
P67775,P28482,-1,stim,stim
Q16539,P30279,-1,stim,stim
P30279,P11802,1,stim,stim
P06401,Q12778,1,stim,stim
P09874,Q12778,-1,stim,stim
P41235,Q12778,1,stim,stim
P49137,O75925,1,stim,stim
P49137,Q00613,1,stim,stim
Q15788,P06401,1,stim,stim
P28482,Q15788,1,stim,stim
Q15788,Q13133,1,stim,stim
P45984,P63104,-1,stim,stim
P84022,P23771,1,stim,stim
P60953,P49841,-1,stim,stim
Q14207,Q9BQA5,1,stim,stim
P61244,Q99583,1,stim,stim
P68400,Q13547,1,stim,stim
P68400,Q15672,1,stim,stim
P68400,P17480,1,stim,stim
P49137,P15923,1,stim,stim
P28482,P15923,1,stim,stim
P17542,P15923,-1,stim,stim
P28482,P22736,1,stim,stim
P28482,P49137,1,stim,stim
P01137,P84022,1,stim,stim
P84022,Q16254,1,stim,stim
P28482,Q15672,1,stim,stim
P09874,Q9UGL1,-1,stim,stim
P15976,P23769,-1,stim,stim
Q16539,P49841,-1,stim,stim
Q5VWQ8,P49841,1,stim,stim
P28482,P56693,1,stim,stim
Q92786,P41235,-1,stim,stim
Q9HCE7,Q5VWQ8,-1,stim,stim
Q9HCE7,O43541,-1,stim,stim
Q13131,P41235,-1,stim,stim
P16220,O43623,-1,stim,stim
P14859,Q5VTD9,1,stim,stim
P14859,O43623,1,stim,stim
Q01860,O95936,-1,stim,stim
Q01860,O15178,-1,stim,stim
Q9Y6K1,O00470,-1,stim,stim
Q9Y6K1,P31269,-1,stim,stim
Q15672,O43623,1,stim,stim
O75376,O43623,-1,stim,stim
Q06330,Q14469,1,stim,stim
O15350,P55212,1,stim,stim
P04637,P55212,1,stim,stim
P55212,P05549,1,stim,stim
Q13950,P05412,1,stim,stim
P24864,Q08050,1,stim,stim
P46937,O15350,1,stim,stim
P24941,O15350,-1,stim,stim
P45984,P16104,1,stim,stim
P16104,Q8NEM0,1,stim,stim
Q09472,O43524,-1,stim,stim
P27361,P16220,1,stim,stim
P27361,P05412,1,stim,stim
P27361,P15336,1,stim,stim
P27361,P42229,1,stim,stim
P27361,Q16665,1,stim,stim
P27361,P09874,1,stim,stim
P27361,Q12772,1,stim,stim
Q05655,P27361,-1,stim,stim
P27361,P15976,1,stim,stim
P27361,Q02447,1,stim,stim
P27361,P08047,1,stim,stim
P27361,P17542,1,stim,stim
P27361,P28324,1,stim,stim
P27361,P56270,1,stim,stim
P42229,Q9Y6K1,1,stim,stim
P29350,P51692,-1,stim,stim
P46937,P35222,1,stim,stim
P16220,P35222,1,stim,stim
P35222,Q9UJU2,1,stim,stim
P45984,P35222,1,stim,stim
P35222,O43524,1,stim,stim
P04637,Q00653,1,stim,stim
P20749,Q00653,1,stim,stim
P09874,P10244,1,stim,stim
P24864,P10244,1,stim,stim
Q16254,P10244,-1,stim,stim
P63104,P46937,-1,stim,stim
P49116,O14920,1,stim,stim
O43541,P49116,-1,stim,stim
P61244,P49715,-1,stim,stim
P17252,Q96KS0,-1,stim,stim
P17252,P11831,-1,stim,stim
P17252,O95644,-1,stim,stim
P16220,P04637,1,stim,stim
P49841,P16220,-1,stim,stim
O14920,Q9Y6Q9,1,stim,stim
O14920,Q14653,1,stim,stim
Q9Y6Q9,P10275,1,stim,stim
Q16539,Q9Y6Q9,1,stim,stim
P08047,P36956,1,stim,stim
P23246,Q15233,1,stim,stim
O14543,Q14186,-1,stim,stim
P10275,O75376,1,stim,stim
Q15831,P04637,1,stim,stim
P28482,Q15831,-1,stim,stim
P29350,Q12809,-1,stim,stim
Q96KS0,Q99814,1,stim,stim
Q96KS0,Q16665,1,stim,stim
P24941,Q13153,-1,stim,stim
P24941,P24864,-1,stim,stim
P24941,P98177,-1,stim,stim
P67775,P98177,1,stim,stim
Q13547,P04637,-1,stim,stim
P45984,P04637,1,stim,stim
Q16665,P04637,1,stim,stim
P22736,P04637,-1,stim,stim
Q16539,P04637,1,stim,stim
Q13131,P04637,1,stim,stim
P52657,P20226,1,stim,stim
O75925,P42224,-1,stim,stim
P42224,Q00978,1,stim,stim
P36402,Q9UJU2,1,stim,stim
P10275,P05412,1,stim,stim
P45984,P05412,1,stim,stim
P68400,P05412,-1,stim,stim
P05412,P15407,1,stim,stim
Q16539,P05412,1,stim,stim
P49841,P05412,-1,stim,stim
P63104,O43524,-1,stim,stim
P63104,P98177,-1,stim,stim
Q16539,P10275,1,stim,stim
P49841,P10275,-1,stim,stim
Q5VWQ8,P10275,-1,stim,stim
Q9NQU5,P10275,1,stim,stim
Q13547,Q06330,-1,stim,stim
Q06330,P23759,1,stim,stim
Q06330,P52657,1,stim,stim
O75444,Q16236,1,stim,stim
P60953,P45984,1,stim,stim
P60953,Q13153,1,stim,stim
P60953,Q9NPB6,1,stim,stim
Q9NQU5,P60953,1,stim,stim
P36402,P11831,1,stim,stim
Q13547,Q13351,-1,stim,stim
P45984,P17535,1,stim,stim
P45984,P98177,1,stim,stim
P68400,Q16236,-1,stim,stim
P68400,P08047,-1,stim,stim
P68400,Q13422,-1,stim,stim
Q8NEM0,Q8TAQ2,1,stim,stim
P49841,P15407,-1,stim,stim
P01137,Q06710,-1,stim,stim
P11802,Q02078,-1,stim,stim
P08047,Q9UL17,1,stim,stim
P09874,Q16665,1,stim,stim
P49841,P23246,-1,stim,stim
P49841,Q16236,-1,stim,stim
P84022,P26367,-1,stim,stim
P84022,P55317,-1,stim,stim
P23759,Q03164,1,stim,stim
P49841,P24864,-1,stim,stim
Q05655,P10588,-1,stim,stim
P28482,O43524,-1,stim,stim
P07949,Q16539,1,stim,stim
Q16539,P98177,1,stim,stim
Q16539,P13631,1,stim,stim
Q16539,Q02080,1,stim,stim
Q16539,Q06413,1,stim,stim
Q16539,Q9NQU5,1,stim,stim
P49841,O95644,-1,stim,stim
Q01664,P08047,1,stim,stim
Q13131,P98177,1,stim,stim
P28482,Q01860,-1,stim,stim
P11802,Q06413,-1,stim,stim
Q86Y01,P50553,-1,stim,stim
Q9NPB6,Q9HCE7,1,stim,stim
P13631,P28702,1,stim,stim
P28702,P55055,1,stim,stim
P28702,P10589,1,stim,stim
P78545,Q9NZC4,1,stim,stim
P33076,P48382,1,stim,stim
P35222,Q9Y261,1,stim,stim
Q15672,P10242,-1,stim,stim
Q06413,P05412,1,stim,stim
P27540,P05412,-1,stim,stim
P28347,P98177,1,stim,stim
Q9UJU2,P49715,1,stim,stim
Q13547,P49715,-1,stim,stim
P43268,Q01860,1,stim,stim
P17542,Q06413,1,stim,stim
P17542,P11308,1,stim,stim
Q5VTD9,Q06413,-1,stim,stim
P31269,Q06413,-1,stim,stim
Q06330,Q00653,1,stim,stim
O14920,Q14469,1,stim,stim
Q14186,P10244,1,stim,stim
Q14186,P24864,1,stim,stim
P19544,Q9Y6K1,1,stim,stim
P27540,P24864,-1,stim,stim
P42226,O43474,1,stim,stim
