Node1,Node2,Sign,network,network_no_sign
P04637,O75626,1,naive,naive
Q05655,P04637,1,naive/stim,naive/stim
P01137,P04637,1,naive,naive
Q13131,P04637,1,naive,naive
P04637,O14503,1,naive/stim,naive/stim
O60674,Q14765,1,naive,naive
P49840,P05412,-1,naive,naive
P49840,P23246,-1,naive,naive
P42224,P10914,1,naive,naive
Q05655,P42224,1,naive/stim,naive/stim
O60674,P42224,1,naive,naive
P42224,P14316,1,naive,naive
Q15788,P42229,1,naive,naive
Q15788,P01100,1,naive,naive
P18846,P05412,1,naive,naive
P68400,P05412,-1,naive/stim,naive/stim
P05412,P01100,1,naive/stim,naive/stim
P05412,P15884,1,naive,naive
P05412,P15408,1,naive/stim,naive/stim
P42574,Q13362,-1,naive,naive
P42574,P09874,-1,naive,naive
P42574,Q02080,-1,naive,naive
Q13362,P18846,1,naive,naive
Q13547,Q01543,1,naive,naive
P20749,Q13547,1,naive,naive
P19174,Q9UQM7,1,naive,naive
P52333,P42226,-1,naive,naive
Q9UHD2,P42226,1,naive,naive
O60674,P42226,1,naive,naive
P45984,P17275,-1,naive,naive
P19174,P42229,1,naive,naive
O60674,P19174,1,naive,naive
P68400,Q08945,-1,naive/stim,naive/stim
P49841,P20749,1,naive/stim,naive/stim
Q13153,P78545,1,naive,naive
Q13131,Q9UBK2,1,naive,naive
Q9UBK2,P11474,1,naive,naive
O60674,P42229,1,naive,naive
P42229,Q9BZS1,1,naive/stim,naive/stim
P09874,Q16665,1,naive/stim,naive/stim
Q9UHD2,Q04864,1,naive,naive
P28482,Q13362,-1,naive,naive
Q8NFU7,P31269,1,naive,naive
P01137,P37173,1,naive,naive
P37173,P62714,1,naive/stim,naive/stim
P28482,O43524,-1,naive/stim,naive/stim
Q13131,O43524,1,naive/stim,naive/stim
Q16539,P49841,-1,naive/stim,naive/stim
P19419,P01100,1,naive,naive
Q9Y2E6,Q9UHD2,-1,naive,naive
O60716,Q86T24,-1,naive,naive
Q5VWQ8,O60674,-1,naive,naive
P13385,P01137,-1,naive,naive
Q04721,Q86Y01,1,naive,naive
P13631,P28702,1,naive,naive
P28702,P55055,1,naive,naive
P28702,P24468,1,naive,naive
P28702,P10589,1,naive,naive
Q13131,Q6N021,1,naive/stim,naive/stim
P78545,Q9NZC4,1,naive,naive
P24468,P10589,1,naive,naive
O15294,Q8NFU7,1,naive,naive
Q6N021,P19544,1,naive/stim,naive/stim
Q6N021,O15294,1,naive,naive
Q01860,Q9Y261,-1,naive/stim,naive/stim
P35222,Q9Y261,1,naive,naive
P28347,O43524,1,naive,naive
Q15672,P01100,1,naive,naive
P17542,P11308,1,naive,naive
P25490,Q92826,-1,naive/stim,naive/stim
Q01860,Q99626,-1,naive,naive
Q01860,O15178,-1,naive/stim,naive/stim
Q5VWQ8,P37275,-1,naive,naive
P55085,P13631,-1,naive,naive
Q01543,P11308,1,naive,naive
Q15672,P10589,1,naive,naive
O15054,Q15306,1,naive,naive
P42226,Q9UBK2,1,naive,naive
P48436,P49716,-1,naive/stim,naive/stim
Q5VWQ8,Q92786,-1,naive,naive
P42226,O15054,1,naive,naive
O15055,Q15672,-1,naive,naive
P51812,P49840,-1,naive,naive
Q92831,O15350,1,naive,naive
P42574,O15350,1,naive,naive
P12643,Q99717,1,naive,naive
Q15717,Q96EB6,1,naive,naive
Q96EB6,O75376,1,naive,naive
Q96EB6,P98177,1,naive,naive
Q13131,P14859,-1,naive/stim,naive/stim
P27361,P29350,-1,naive,naive
P27361,P06401,-1,naive,naive
P27361,P98177,-1,naive/stim,naive/stim
P27361,O95644,-1,naive/stim,naive/stim
P27361,Q01860,-1,naive,naive
Q13131,P08151,-1,naive,naive
P52333,P51692,1,naive,naive
P35222,P48431,-1,naive,naive
Q00653,Q01201,1,naive/stim,naive/stim
Q16539,Q15717,1,naive,naive
P40763,P41221,1,naive,naive
P40763,O43474,1,naive,naive
P45984,P40763,1,naive,naive
P17676,P40763,1,naive,naive
P52333,P40763,1,naive,naive
P40763,P17947,1,naive/stim,naive/stim
Q16539,P40763,1,naive,naive
P28482,P40763,1,naive/stim,naive/stim
Q13363,Q9NQB0,-1,naive,naive
P24941,P10244,1,naive,naive
Q12933,P49116,1,naive,naive
Q13131,P49116,-1,naive/stim,naive/stim
Q9Y261,P32243,-1,naive/stim,naive/stim
Q92831,P15172,1,naive,naive
Q92831,Q06330,1,naive/stim,naive/stim
Q92831,P46531,1,naive,naive
Q16539,Q92831,1,naive/stim,naive/stim
Q92831,Q06413,1,naive/stim,naive/stim
Q92831,Q9Y2Y9,1,naive/stim,naive/stim
P68400,P25490,1,naive,naive
Q16539,Q9Y6Q9,1,naive/stim,naive/stim
P42574,P36956,1,naive,naive
P49841,P36956,-1,naive,naive
P08047,P36956,1,naive/stim,naive/stim
P28482,P36956,1,naive/stim,naive/stim
Q13131,P36956,-1,naive/stim,naive/stim
P48552,Q13285,-1,naive,naive
P52333,P52630,1,naive,naive
P52333,O14543,1,naive,naive
Q9Y618,P06401,-1,naive,naive
Q9Y618,Q92731,-1,naive,naive
Q92997,P49674,1,naive,naive
P49674,O15055,1,naive,naive
P29350,P52333,1,naive,naive
P29350,O60716,1,naive,naive
P24941,P17676,1,naive,naive
P28482,P24941,1,naive,naive
P24941,Q01167,1,naive,naive
Q16539,P67775,1,naive/stim,naive/stim
P67775,P08047,1,naive,naive
P67775,P98177,1,naive,naive
P04637,P23511,-1,naive/stim,naive/stim
P41221,P34925,1,naive,naive
P52657,P20226,1,naive,naive
Q05655,P49840,-1,naive,naive
Q04206,Q14653,1,naive/stim,naive/stim
P34925,Q92997,1,naive,naive
P46531,P48431,1,naive/stim,naive/stim
P49841,Q00613,-1,naive,naive
P68400,Q9UJU2,1,naive,naive
P46531,Q9UJU2,1,naive,naive
Q13547,P15172,-1,naive,naive
Q02078,P15172,1,naive,naive
P24468,P15172,-1,naive,naive
Q06413,P15172,1,naive,naive
Q16236,P42574,1,naive,naive
Q13547,Q06330,-1,naive,naive
P46531,Q06330,1,naive,naive
Q06330,P52657,1,naive,naive
O75444,Q16236,1,naive,naive
P26367,O75444,1,naive,naive
P61244,Q99583,1,naive/stim,naive/stim
Q16539,P61244,1,naive,naive
P61244,P50539,1,naive,naive
P68400,P11831,1,naive,naive
Q13547,O60675,-1,naive/stim,naive/stim
Q13547,Q16236,-1,naive,naive
Q13547,O43623,-1,naive/stim,naive/stim
P23511,P08047,1,naive,naive
Q9UQM7,P15036,-1,naive/stim,naive/stim
P68400,P45984,1,naive,naive
Q12933,P45984,1,naive,naive
P45984,P17535,1,naive,naive
P45984,P98177,1,naive,naive
P68400,Q8TAQ2,1,naive,naive
P28482,P68400,1,naive/stim,naive/stim
P68400,O95644,1,naive/stim,naive/stim
P68400,P56270,1,naive,naive
P68400,P17480,1,naive/stim,naive/stim
P49841,P15407,-1,naive/stim,naive/stim
P46531,Q06710,1,naive/stim,naive/stim
P01137,Q06710,-1,naive,naive
P46531,Q9Y2E6,1,naive,naive
P28482,Q06546,1,naive/stim,naive/stim
Q16539,Q02078,1,naive,naive
Q13469,Q02078,1,naive,naive
Q04206,Q12933,1,naive/stim,naive/stim
Q04206,P08047,1,naive,naive
P28482,P22736,1,naive,naive
P17676,Q16254,1,naive,naive
P28482,P17676,1,naive,naive
P49841,Q16236,-1,naive/stim,naive/stim
Q13362,Q16566,-1,naive,naive
Q16539,O60381,1,naive/stim,naive/stim
P09874,Q9UGL1,-1,naive/stim,naive/stim
Q9BZS1,P51449,-1,naive/stim,naive/stim
Q05655,P10588,-1,naive/stim,naive/stim
Q12933,Q5VWQ8,1,naive,naive
Q12933,Q8IVH8,1,naive,naive
P28482,P17535,1,naive/stim,naive/stim
P28482,Q01196,1,naive,naive
Q01196,Q03014,1,naive,naive
Q16539,P98177,1,naive,naive
Q16539,P28482,1,naive,naive
Q16539,P41235,1,naive/stim,naive/stim
Q16539,P23769,1,naive,naive
Q16539,P28324,1,naive/stim,naive/stim
Q8IVH8,Q16539,1,naive,naive
Q16539,Q06413,1,naive/stim,naive/stim
P49841,Q13887,-1,naive,naive
P49841,Q13469,-1,naive,naive
P49841,O95644,-1,naive,naive
P49841,Q14494,-1,naive/stim,naive/stim
P28482,P08047,1,naive/stim,naive/stim
Q01664,P08047,1,naive,naive
P01137,P12643,-1,naive,naive
P28482,P23769,1,naive/stim,naive/stim
P28482,P28324,1,naive,naive
P28482,Q8NHW3,1,naive,naive
Q92786,P41235,-1,naive,naive
Q86Y01,P50553,-1,naive/stim,naive/stim
Q13131,P41235,-1,naive,naive
Q13469,Q13422,1,naive,naive
P62714,P32519,-1,naive/stim,naive/stim
P00747,P55085,1,naive,naive
Q16566,Q03060,1,naive/stim,naive/stim
P98177,P15172,1,naive,naive
P16220,O43623,-1,naive,naive
P11831,P00747,1,naive,naive
P14859,Q5VTD9,1,naive/stim,naive/stim
P14859,O43623,1,naive/stim,naive/stim
P19838,P49711,-1,naive,naive
P08151,P04198,1,naive,naive
P20749,P49711,-1,naive,naive
P42229,Q06413,-1,naive/stim,naive/stim
P31269,Q06413,-1,naive/stim,naive/stim
Q01860,P48431,1,naive,naive
Q01860,P13385,1,naive,naive
Q06330,Q00653,1,naive,naive
P23511,Q5VTD9,1,naive,naive
P55085,P15407,1,naive,naive
P46531,Q99081,1,naive,naive
P55085,Q99612,1,naive,naive
P28482,P48436,1,naive,naive
Q16552,P57682,1,naive/stim,naive/stim
P46531,Q00653,1,naive/stim,naive/stim
P01137,P26367,-1,naive,naive
P01137,Q01664,-1,naive,naive
Q8NHW3,P52945,1,naive,naive
P51449,Q16552,1,naive/stim,naive/stim
Q96J02,Q86Y01,-1,stim,stim
Q00535,Q96RR4,-1,stim,stim
Q13950,P46531,-1,stim,stim
O75460,P17861,1,stim,stim
P53350,Q08050,1,stim,stim
P28482,P51812,1,stim,stim
P04198,P04637,1,stim,stim
P46937,O15350,1,stim,stim
P04637,O15350,1,stim,stim
Q05655,O15350,1,stim,stim
Q99717,Q13485,1,stim,stim
Q9HAU4,Q99717,-1,stim,stim
P27361,P49715,-1,stim,stim
P27361,P49841,-1,stim,stim
Q15796,Q13485,1,stim,stim
Q15796,Q9NQB0,1,stim,stim
Q13547,Q15796,-1,stim,stim
Q9UQM7,Q15796,-1,stim,stim
Q15796,P84022,1,stim,stim
P37173,Q15796,1,stim,stim
Q15796,P08047,1,stim,stim
P28482,Q15796,1,stim,stim
P29350,P51692,-1,stim,stim
P04637,Q00653,1,stim,stim
P20749,Q00653,1,stim,stim
P29350,P40763,-1,stim,stim
P40763,P42224,1,stim,stim
P42345,P40763,1,stim,stim
P40763,P17275,1,stim,stim
P84022,P40763,1,stim,stim
Q05655,P40763,1,stim,stim
Q14289,P40763,1,stim,stim
Q13485,P49711,1,stim,stim
Q13485,P15336,1,stim,stim
P84022,Q13485,1,stim,stim
P37173,Q13485,1,stim,stim
Q9HAU4,Q13485,-1,stim,stim
Q13485,Q14186,1,stim,stim
P42224,P27540,1,stim,stim
P09874,P10244,1,stim,stim
Q16254,P10244,-1,stim,stim
P63104,P46937,-1,stim,stim
P49715,P17947,1,stim,stim
P46531,P19838,1,stim,stim
P49768,O75460,-1,stim,stim
P25490,P46531,-1,stim,stim
P29350,Q14289,-1,stim,stim
P84022,Q9NQB0,1,stim,stim
P67775,Q13043,-1,stim,stim
P67775,P28482,-1,stim,stim
Q9H063,P20226,-1,stim,stim
P42345,P04637,1,stim,stim
Q13547,P04637,-1,stim,stim
P68400,P04637,1,stim,stim
P04637,P11473,1,stim,stim
P28482,P04637,1,stim,stim
P19544,P04637,-1,stim,stim
O75925,P42224,-1,stim,stim
P53350,O75116,1,stim,stim
O75116,Q15306,1,stim,stim
P42226,P42224,-1,stim,stim
P28482,P42224,1,stim,stim
P46531,P42345,1,stim,stim
Q13131,P42345,-1,stim,stim
P63104,P98177,-1,stim,stim
P10276,P17947,-1,stim,stim
Q13535,P53350,-1,stim,stim
P84022,P23771,1,stim,stim
P84022,P61244,1,stim,stim
Q13547,P84022,-1,stim,stim
Q13547,Q13351,-1,stim,stim
P68400,P11473,1,stim,stim
P28482,P15336,1,stim,stim
Q96RR4,Q16566,1,stim,stim
P46531,Q16665,1,stim,stim
P84022,P46531,1,stim,stim
P49841,P46531,1,stim,stim
Q86Y01,P46531,1,stim,stim
Q13043,P98177,1,stim,stim
P28482,O75030,1,stim,stim
P28482,P42229,1,stim,stim
P28482,Q16665,1,stim,stim
P37173,P84022,1,stim,stim
P84022,Q9BZS1,1,stim,stim
Q05513,P49841,-1,stim,stim
P28482,P09874,1,stim,stim
Q9HAU4,P37173,-1,stim,stim
P28482,Q12772,1,stim,stim
Q05655,Q14289,1,stim,stim
Q05655,Q13887,1,stim,stim
Q16539,O95644,-1,stim,stim
Q14289,P49841,1,stim,stim
P49841,P33076,1,stim,stim
P28482,P56693,1,stim,stim
O00257,O60315,-1,stim,stim
P33076,O14593,1,stim,stim
O00712,P08651,-1,stim,stim
P23771,P11308,1,stim,stim
Q13547,P11473,-1,stim,stim
P28347,P98177,1,stim,stim
Q13547,P49715,-1,stim,stim
Q01860,Q92908,-1,stim,stim
P40763,Q9UJQ4,1,stim,stim
Q01860,O95936,-1,stim,stim
Q01860,P26367,-1,stim,stim
Q9UJQ4,P37275,1,stim,stim
O75626,P33076,-1,stim,stim
P17947,O00470,1,stim,stim
Q9UJQ4,P31269,1,stim,stim
Q14186,P10244,1,stim,stim
P31269,P04198,1,stim,stim
Q96J02,P61073,1,stim,stim
P46937,Q96J02,-1,stim,stim
Q00535,P49768,1,stim,stim
Q00535,O15516,1,stim,stim
P00519,Q00535,1,stim,stim
P55211,P55212,1,stim,stim
Q09472,Q13950,1,stim,stim
P27361,Q13950,1,stim,stim
P46937,Q13950,-1,stim,stim
Q13950,P05412,1,stim,stim
P84022,Q13950,-1,stim,stim
P51812,Q15831,-1,stim,stim
P27361,Q09472,1,stim,stim
P18848,Q09472,-1,stim,stim
Q92831,Q09472,1,stim,stim
Q09472,P25490,1,stim,stim
Q09472,P10242,1,stim,stim
Q09472,Q15596,1,stim,stim
Q09472,P10914,1,stim,stim
Q09472,P22736,1,stim,stim
Q05655,Q09472,-1,stim,stim
Q16539,Q09472,1,stim,stim
Q09472,Q06413,1,stim,stim
Q05513,P27361,1,stim,stim
Q05655,P27361,-1,stim,stim
P27361,Q07869,1,stim,stim
P27361,Q01196,1,stim,stim
P51677,P27361,1,stim,stim
P27361,P28324,1,stim,stim
P61073,P52630,1,stim,stim
Q92831,P10914,1,stim,stim
Q92831,P14316,1,stim,stim
P00519,Q9Y6Q9,1,stim,stim
P49841,P10070,-1,stim,stim
P67775,Q08999,1,stim,stim
Q08999,Q15329,1,stim,stim
Q08999,Q16254,1,stim,stim
Q06330,Q9Y618,1,stim,stim
Q07869,Q9Y618,1,stim,stim
Q05513,Q15831,1,stim,stim
P00519,P29350,1,stim,stim
P28482,P29350,-1,stim,stim
Q05513,P49768,1,stim,stim
P49841,P49768,-1,stim,stim
P67775,Q12778,1,stim,stim
P67775,Q9UQM7,1,stim,stim
P67775,O43524,1,stim,stim
P42345,Q9H063,-1,stim,stim
P04637,P25208,-1,stim,stim
Q16539,Q14765,1,stim,stim
Q12778,O43474,1,stim,stim
P09874,Q12778,-1,stim,stim
Q16539,Q12778,1,stim,stim
P28482,Q12778,-1,stim,stim
Q13131,Q12778,1,stim,stim
P41235,Q12778,1,stim,stim
Q14653,P02778,1,stim,stim
O75925,P48436,1,stim,stim
O75925,O75626,1,stim,stim
Q13131,O75925,1,stim,stim
P05412,P15407,1,stim,stim
Q04206,P05412,1,stim,stim
P11473,P05412,-1,stim,stim
Q16539,P05412,1,stim,stim
P49841,P05412,-1,stim,stim
P63104,Q05513,1,stim,stim
Q05655,P63104,-1,stim,stim
Q15596,P10276,1,stim,stim
P10276,P22736,1,stim,stim
P28482,P10242,-1,stim,stim
P00519,Q13535,1,stim,stim
Q13535,Q03164,1,stim,stim
P23771,Q9UL17,-1,stim,stim
Q01196,Q13547,1,stim,stim
Q05513,P42226,1,stim,stim
Q16539,P22415,1,stim,stim
P68400,Q16236,-1,stim,stim
P68400,Q13133,-1,stim,stim
P68400,Q01892,-1,stim,stim
P00519,P55211,1,stim,stim
P28482,P55211,-1,stim,stim
P15408,P15407,1,stim,stim
P10914,Q9BX63,1,stim,stim
Q13043,P00519,-1,stim,stim
Q04206,P01100,1,stim,stim
P49841,P23246,-1,stim,stim
P84022,P55317,-1,stim,stim
P02778,P51677,1,stim,stim
Q03164,Q01196,1,stim,stim
Q16539,O43524,1,stim,stim
Q12933,Q9HAU4,1,stim,stim
Q16539,P01100,1,stim,stim
P51677,Q16539,1,stim,stim
Q16539,Q02080,1,stim,stim
P28324,P01100,1,stim,stim
Q9UGL1,O00257,1,stim,stim
P28482,Q01860,-1,stim,stim
Q14289,P16389,-1,stim,stim
P16389,P50549,1,stim,stim
P55317,O00712,1,stim,stim
Q06413,P05412,1,stim,stim
P27540,P05412,-1,stim,stim
P27540,P01100,-1,stim,stim
P43268,Q01860,1,stim,stim
P17542,Q06413,1,stim,stim
Q5VTD9,Q06413,-1,stim,stim
P04198,Q06413,-1,stim,stim
P27361,P48436,1,stim,stim
O43524,Q08999,1,stim,stim
P42226,Q07869,1,stim,stim
P42226,O43474,1,stim,stim
Q12778,Q08999,1,stim,stim
