Node1,Node2,Sign,network,network_no_sign
P00533,Q05397,1,stim,stim
P17612,P36956,-1,stim,stim
P17612,P49840,-1,stim,stim
P17612,P11831,-1,stim,stim
P17612,P55211,-1,stim,stim
P17612,Q13469,-1,stim,stim
P18031,Q05397,-1,stim,stim
P18031,P19022,-1,stim,stim
P55212,Q9H2X6,1,stim,stim
P55211,P55212,1,stim,stim
P55212,P05549,1,stim,stim
Q09472,Q13950,1,stim,stim
P46937,Q13950,-1,stim,stim
Q9UJU2,Q13950,-1,stim,stim
P48436,Q13950,-1,stim,stim
P84022,Q13950,-1,stim,stim
O15111,P19838,1,stim,stim
O15111,Q9Y6Q9,1,stim,stim
P31751,O15111,1,stim,stim
P12755,Q99717,-1,stim,stim
Q09472,P35222,1,stim,stim
Q09472,P40763,1,stim,stim
Q09472,P25490,1,stim,stim
Q09472,P10275,1,stim,stim
Q09472,P15172,1,stim,stim
Q09472,P10242,1,stim,stim
Q09472,Q15596,1,stim,stim
P31751,Q09472,1,stim,stim
Q09472,P10914,1,stim,stim
Q09472,Q01094,1,stim,stim
Q09472,P06400,1,stim,stim
Q09472,Q02078,1,stim,stim
Q09472,Q16665,1,stim,stim
Q09472,P09874,1,stim,stim
Q05655,Q09472,-1,stim,stim
P12755,Q09472,-1,stim,stim
Q13131,Q09472,-1,stim,stim
Q09472,Q06413,1,stim,stim
P31751,P35222,1,stim,stim
Q13153,P35222,1,stim,stim
P08069,P35222,-1,stim,stim
P49841,P35222,-1,stim,stim
P35222,P98177,1,stim,stim
P40763,O43474,1,stim,stim
Q02750,P40763,1,stim,stim
P40763,O75626,1,stim,stim
P40763,P17947,1,stim,stim
Q13131,P49116,-1,stim,stim
O14920,Q9Y6Q9,1,stim,stim
P19838,Q9Y618,1,stim,stim
P31751,P19838,1,stim,stim
P09874,P19838,1,stim,stim
Q9Y6Q9,P10275,1,stim,stim
Q9H2X6,O00257,1,stim,stim
P49841,P36956,-1,stim,stim
Q13131,P36956,-1,stim,stim
O14543,Q14186,-1,stim,stim
Q08999,Q15329,1,stim,stim
P11802,Q08999,-1,stim,stim
Q12778,Q9Y618,-1,stim,stim
Q06330,Q9Y618,1,stim,stim
Q9UQM7,Q9Y618,-1,stim,stim
Q07869,Q9Y618,1,stim,stim
Q9Y618,P41182,1,stim,stim
P10275,O75376,1,stim,stim
P31749,O75376,-1,stim,stim
P52657,P20226,1,stim,stim
P31749,P49840,-1,stim,stim
Q13362,P49840,1,stim,stim
Q05397,P42224,1,stim,stim
Q15596,P10275,1,stim,stim
Q04206,P10275,-1,stim,stim
P49841,P10275,-1,stim,stim
P15884,P10275,-1,stim,stim
Q13547,P15172,-1,stim,stim
P06400,P15172,1,stim,stim
P15923,P15172,1,stim,stim
Q02078,P15172,1,stim,stim
P11802,P15172,-1,stim,stim
P24468,P15172,-1,stim,stim
Q06413,P15172,1,stim,stim
P31749,P31751,-1,stim,stim
P31749,P55211,-1,stim,stim
P31749,P49918,-1,stim,stim
P31749,P98177,-1,stim,stim
P10242,P23771,1,stim,stim
Q13547,Q06330,-1,stim,stim
Q06330,P23759,1,stim,stim
Q06330,P52657,1,stim,stim
P45983,Q13469,-1,stim,stim
Q13362,P18846,1,stim,stim
P61244,Q99583,1,stim,stim
O60271,P61244,1,stim,stim
Q13547,O60675,-1,stim,stim
Q9UQM7,Q13362,-1,stim,stim
Q9UQM7,P14921,-1,stim,stim
P06400,P15336,1,stim,stim
Q13153,Q02750,1,stim,stim
P49841,P15407,-1,stim,stim
P09874,Q01094,1,stim,stim
Q05397,Q13153,1,stim,stim
P06400,Q16665,1,stim,stim
P06400,Q02447,1,stim,stim
Q14186,P06400,1,stim,stim
Q04721,P15923,-1,stim,stim
Q13153,P78545,1,stim,stim
Q13469,Q02078,1,stim,stim
Q04206,Q07869,-1,stim,stim
P09874,Q16665,1,stim,stim
P23759,Q03164,1,stim,stim
Q05655,P10588,-1,stim,stim
P23769,P17947,-1,stim,stim
O60716,Q86T24,-1,stim,stim
P49841,Q13887,-1,stim,stim
P49841,Q13469,-1,stim,stim
P19022,Q4KMG0,1,stim,stim
Q4KMG0,O60271,1,stim,stim
P15036,P14921,1,stim,stim
Q13469,Q13422,1,stim,stim
P23759,P15172,1,stim,stim
P98177,P15172,1,stim,stim
P35222,Q9Y261,1,stim,stim
P17542,Q06413,1,stim,stim
P40763,Q9UJQ4,1,stim,stim
Q9UJQ4,P37275,1,stim,stim
Q15910,Q92826,-1,stim,stim
Q06330,Q00653,1,stim,stim
Q9UJQ4,P31269,1,stim,stim
