Node1,Node2,Sign,network,network_no_sign
O14503,O00327,-1,naive,naive
P20749,Q00653,1,naive,naive
P40763,P41221,1,naive,naive
P40763,P18146,1,naive,naive
P40763,O75626,1,naive,naive
P17676,P40763,1,naive,naive
Q9Y618,Q13363,1,naive,naive
P63165,Q13363,1,naive,naive
Q13363,O60315,1,naive,naive
Q13485,P16220,1,naive,naive
Q13485,P49711,1,naive,naive
O75925,Q13485,1,naive,naive
Q13485,Q9UJU2,1,naive,naive
P63165,Q13485,1,naive,naive
Q13485,P18846,1,naive,naive
Q13485,P15336,1,naive,naive
Q13485,Q02078,1,naive,naive
P63165,P46937,1,naive/stim,naive/stim
P46937,Q15562,1,naive/stim,naive/stim
P46937,Q15561,1,naive,naive
P46937,P28347,1,naive,naive
Q12933,P49116,1,naive,naive
Q9UQM7,P16220,1,naive,naive
P19174,P16220,1,naive,naive
P16220,P21675,1,naive,naive
Q14164,P03372,1,naive,naive
Q14164,Q14653,1,naive,naive
Q14164,Q04864,1,naive,naive
P21580,Q14164,-1,naive,naive
P63165,P49711,1,naive,naive
Q92831,Q06330,1,naive/stim,naive/stim
Q92831,P10914,1,naive/stim,naive/stim
P05114,Q92831,1,naive,naive
Q92831,Q06413,1,naive/stim,naive/stim
Q92831,P33076,1,naive/stim,naive/stim
Q92831,Q9Y2Y9,1,naive/stim,naive/stim
Q969H0,Q9Y6Q9,-1,naive,naive
O75925,P03372,1,naive/stim,naive/stim
P03372,P23771,1,naive/stim,naive/stim
P03372,Q15596,1,naive/stim,naive/stim
P23443,P03372,1,naive,naive
P03372,Q92731,1,naive,naive
P03372,P55317,1,naive/stim,naive/stim
P48551,P52630,1,naive,naive
O14757,O00716,1,naive,naive
Q06330,Q9Y618,1,naive,naive
Q15831,P43268,1,naive,naive
P04637,P23511,-1,naive,naive
P04637,P25208,-1,naive,naive
P41221,Q9NPG1,1,naive,naive
Q14653,P01574,1,naive,naive
O75925,P63165,1,naive/stim,naive/stim
P68400,O75925,1,naive/stim,naive/stim
O75925,P48436,1,naive/stim,naive/stim
O75925,O75626,1,naive,naive
P52564,Q16236,-1,naive,naive
Q00613,P63165,-1,naive,naive
Q15303,O75081,-1,naive/stim,naive/stim
P68400,Q9UJU2,1,naive,naive
Q9UJU2,O75030,1,naive/stim,naive/stim
Q16236,P42574,1,naive,naive
Q06330,P23759,1,naive/stim,naive/stim
P61244,Q99583,1,naive,naive
O60271,P61244,1,naive,naive
P61244,P50539,1,naive/stim,naive/stim
P23511,P08047,1,naive,naive
P19174,Q9UQM7,1,naive,naive
P33076,P25208,1,naive,naive
P68400,Q8TAQ2,1,naive/stim,naive/stim
Q14978,P68400,-1,naive,naive
P68400,Q9UER7,1,naive,naive
P68400,O95644,1,naive/stim,naive/stim
P68400,P56270,1,naive/stim,naive/stim
P68400,P17480,1,naive/stim,naive/stim
P62714,O14757,-1,naive,naive
P10914,Q9BX63,1,naive,naive
P23443,Q03060,1,naive,naive
P62714,P23443,-1,naive,naive
P01574,P48551,1,naive,naive
P53778,Q16236,-1,naive,naive
P21580,Q12933,-1,naive,naive
Q03164,P31269,1,naive/stim,naive/stim
Q03164,Q01196,1,naive,naive
P23759,Q03164,1,naive/stim,naive/stim
Q12933,Q9HAU4,1,naive,naive
Q01196,Q03014,1,naive,naive
Q01664,P08047,1,naive,naive
P26367,P19022,1,naive,naive
P19022,Q4KMG0,1,naive,naive
Q4KMG0,O60271,1,naive,naive
Q9NPG1,P09341,1,naive,naive
P62714,P32519,-1,naive,naive
P33076,O14593,1,naive,naive
P55317,O00712,1,naive/stim,naive/stim
P43268,Q01860,1,naive,naive
P42229,Q06413,-1,naive,naive
P04198,Q06413,-1,naive,naive
Q01860,P48431,1,naive,naive
P37275,Q6ISB3,-1,naive,naive
Q15910,Q92826,-1,naive/stim,naive/stim
Q06330,Q00653,1,naive/stim,naive/stim
P11161,P17676,1,naive/stim,naive/stim
P01137,P26367,-1,naive,naive
P01137,Q01664,-1,naive,naive
P12931,P67775,-1,stim,stim
Q9Y243,Q12778,-1,stim,stim
Q9Y243,P10276,-1,stim,stim
Q9Y243,Q15910,-1,stim,stim
Q9Y243,Q9UBK2,-1,stim,stim
Q9Y243,O43524,-1,stim,stim
Q9Y243,Q9Y261,-1,stim,stim
Q96EB6,Q01201,-1,stim,stim
Q96EB6,O15055,-1,stim,stim
Q09472,Q12778,-1,stim,stim
Q09472,O43524,-1,stim,stim
P51449,O00327,1,stim,stim
Q15796,P16220,1,stim,stim
P67775,Q15796,1,stim,stim
Q15796,Q9UJU2,1,stim,stim
Q15796,P08047,1,stim,stim
P98082,Q15796,1,stim,stim
P16220,P35222,1,stim,stim
P35222,Q12778,1,stim,stim
P35222,Q9UJU2,1,stim,stim
P45983,P35222,-1,stim,stim
P46531,P35222,-1,stim,stim
P35222,O75030,1,stim,stim
P35222,P36402,1,stim,stim
P35222,O43524,1,stim,stim
P35222,P15884,1,stim,stim
P35222,Q12913,1,stim,stim
Q99626,P35222,-1,stim,stim
P29597,P52630,1,stim,stim
P29350,P29597,-1,stim,stim
P29597,P51452,1,stim,stim
O00716,P10244,1,stim,stim
P09874,P10244,1,stim,stim
Q15628,O00463,1,stim,stim
P02533,Q15628,-1,stim,stim
P49840,P16220,1,stim,stim
O75582,P16220,1,stim,stim
P04150,P16220,-1,stim,stim
Q15759,P16220,1,stim,stim
P03372,Q12778,-1,stim,stim
P49674,P25054,1,stim,stim
P08047,P36956,1,stim,stim
P06400,O00716,-1,stim,stim
Q15759,O14543,1,stim,stim
P49674,Q12778,1,stim,stim
Q92997,P49674,1,stim,stim
P49674,O15055,1,stim,stim
P29350,Q12809,-1,stim,stim
P29350,P43405,-1,stim,stim
P67775,Q12778,1,stim,stim
P67775,O96017,1,stim,stim
P67775,O43524,1,stim,stim
P67775,P08047,1,stim,stim
P31749,Q12778,-1,stim,stim
P06401,Q12778,1,stim,stim
P31749,P49840,-1,stim,stim
P49840,O75030,1,stim,stim
P98082,Q92997,1,stim,stim
P36402,Q9UJU2,1,stim,stim
P31749,Q15910,-1,stim,stim
P31749,Q9UBK2,-1,stim,stim
P31749,O43524,-1,stim,stim
P31749,Q5VWQ8,-1,stim,stim
O75582,P18846,1,stim,stim
Q15759,O75582,1,stim,stim
O75582,P50549,1,stim,stim
P63165,P09874,-1,stim,stim
P26367,O75444,1,stim,stim
P45984,P17275,-1,stim,stim
P18850,Q12772,-1,stim,stim
P68400,Q08945,-1,stim,stim
P68400,P08047,-1,stim,stim
Q15759,O75030,1,stim,stim
Q15759,Q9UBK2,1,stim,stim
Q15759,Q15672,1,stim,stim
Q15759,O60381,1,stim,stim
P43405,Q15759,1,stim,stim
Q15759,P28324,1,stim,stim
P49918,P11802,-1,stim,stim
P21802,P06401,-1,stim,stim
Q9UBK2,P11474,1,stim,stim
O96017,P40337,1,stim,stim
P84022,P26367,-1,stim,stim
Q9BZS1,P51449,-1,stim,stim
P15976,Q01196,1,stim,stim
Q5VWQ8,P15976,1,stim,stim
Q12913,O60716,1,stim,stim
P98082,Q5VWQ8,1,stim,stim
P43405,P51452,1,stim,stim
P35222,Q9Y261,1,stim,stim
P19838,P49711,-1,stim,stim
Q9UJU2,P49715,1,stim,stim
P40337,P98082,1,stim,stim
Q16552,P57682,1,stim,stim
Q9Y6K1,O00470,-1,stim,stim
P03372,O43623,-1,stim,stim
Q15672,O43623,1,stim,stim
O75376,O43623,-1,stim,stim
P51449,Q16552,1,stim,stim
P12931,Q9Y243,1,stim,stim
P12931,P51692,1,stim,stim
P12931,P03372,1,stim,stim
P12931,P29350,1,stim,stim
P12931,P31749,1,stim,stim
P12931,P42229,1,stim,stim
P12931,Q13177,1,stim,stim
P12931,P01135,1,stim,stim
P07900,P12931,1,stim,stim
P25942,Q92844,1,stim,stim
O00463,P25942,-1,stim,stim
Q9Y243,Q09472,1,stim,stim
Q9Y243,P03372,1,stim,stim
P67775,Q9Y243,-1,stim,stim
P68400,Q9Y243,1,stim,stim
Q9UHD2,Q9Y243,1,stim,stim
Q5VWQ8,Q9Y243,-1,stim,stim
Q09472,O15350,1,stim,stim
P12643,Q99717,1,stim,stim
Q96EB6,O75376,1,stim,stim
P45983,Q96EB6,1,stim,stim
Q96EB6,P06400,1,stim,stim
Q96EB6,P98177,1,stim,stim
Q09472,Q15797,1,stim,stim
Q09472,P27540,1,stim,stim
Q92831,Q09472,1,stim,stim
Q09472,P25490,1,stim,stim
Q09472,P15172,1,stim,stim
P31749,Q09472,1,stim,stim
Q09472,Q15596,1,stim,stim
Q09472,Q01543,1,stim,stim
Q09472,P10914,1,stim,stim
Q09472,P06400,1,stim,stim
Q09472,Q02078,1,stim,stim
Q09472,P42229,1,stim,stim
Q09472,Q16665,1,stim,stim
Q16539,Q09472,1,stim,stim
Q09472,Q00978,1,stim,stim
Q09472,Q06413,1,stim,stim
P42229,Q9Y6K1,1,stim,stim
Q15303,P51692,1,stim,stim
P31749,Q16656,1,stim,stim
P35222,P48431,-1,stim,stim
P46937,Q15797,1,stim,stim
P46531,Q15797,1,stim,stim
P12643,Q15797,1,stim,stim
P31749,P27540,1,stim,stim
P27540,Q9H6Z9,1,stim,stim
P27540,P35869,1,stim,stim
P49674,P46937,-1,stim,stim
Q9Y261,P32243,-1,stim,stim
P46531,P19838,1,stim,stim
P19838,P01100,1,stim,stim
Q9UHD2,P19838,1,stim,stim
P35638,P15407,1,stim,stim
Q16539,P35638,1,stim,stim
Q92831,P15172,1,stim,stim
Q92831,P46531,1,stim,stim
Q92831,P84022,1,stim,stim
Q16539,Q92831,1,stim,stim
P68400,P25490,1,stim,stim
Q16539,Q9Y6Q9,1,stim,stim
P31749,P03372,1,stim,stim
Q13153,P03372,1,stim,stim
Q15303,P03372,1,stim,stim
Q16539,P03372,1,stim,stim
P01236,P03372,1,stim,stim
P35869,P03372,1,stim,stim
P25054,P68400,-1,stim,stim
P49674,P10070,-1,stim,stim
O14543,Q14186,-1,stim,stim
O75376,P41182,1,stim,stim
Q14186,Q14209,1,stim,stim
P84022,Q9NQB0,1,stim,stim
P67775,P31749,-1,stim,stim
P67775,Q13153,-1,stim,stim
P67775,P32519,-1,stim,stim
Q16539,Q14765,1,stim,stim
P49840,P46531,-1,stim,stim
P49840,O95644,-1,stim,stim
P49840,Q92908,-1,stim,stim
P45983,Q14653,1,stim,stim
Q9UHD2,Q14653,1,stim,stim
P49137,O75925,1,stim,stim
P46531,P48431,1,stim,stim
P49137,Q00613,1,stim,stim
P06400,P15172,1,stim,stim
Q02078,P15172,1,stim,stim
P07900,P15172,1,stim,stim
P11802,P15172,-1,stim,stim
Q06413,P15172,1,stim,stim
P68400,P31749,1,stim,stim
P31749,Q13153,1,stim,stim
P31749,P84022,1,stim,stim
Q9UHD2,P31749,1,stim,stim
P07900,P31749,1,stim,stim
P13631,P31749,1,stim,stim
P63165,P04150,1,stim,stim
P46531,Q06330,1,stim,stim
P45983,P45984,1,stim,stim
P45983,P15336,1,stim,stim
P45983,P42229,1,stim,stim
P45983,P84022,1,stim,stim
P45983,Q16539,1,stim,stim
P45983,P98177,1,stim,stim
P45983,P17544,1,stim,stim
P51452,P45983,-1,stim,stim
P45983,P41235,1,stim,stim
P45983,P19419,1,stim,stim
P42226,P23771,1,stim,stim
P84022,P23771,1,stim,stim
P84022,P61244,1,stim,stim
Q16539,P61244,1,stim,stim
P68400,P11831,1,stim,stim
P49137,P11831,1,stim,stim
Q15596,P04150,1,stim,stim
Q9UHD2,P42226,1,stim,stim
P45984,P04150,1,stim,stim
P04150,P42229,1,stim,stim
P04150,P84022,1,stim,stim
Q16539,P04150,1,stim,stim
P68400,P45984,1,stim,stim
P45984,P15336,1,stim,stim
P45984,P84022,1,stim,stim
P45984,P98177,1,stim,stim
P51452,P45984,-1,stim,stim
P45984,P19419,1,stim,stim
Q9H6Z9,Q99814,1,stim,stim
Q16539,P18850,1,stim,stim
Q16539,P22415,1,stim,stim
P68400,P05549,1,stim,stim
P06400,P15336,1,stim,stim
Q16539,P15336,1,stim,stim
Q15759,Q16236,-1,stim,stim
P46531,Q16665,1,stim,stim
P84022,P46531,1,stim,stim
P11802,Q13761,-1,stim,stim
Q16539,P49918,1,stim,stim
P06400,Q16665,1,stim,stim
P06400,Q02447,1,stim,stim
P11802,P06400,-1,stim,stim
Q14186,P06400,1,stim,stim
Q13153,P78545,1,stim,stim
Q16539,Q02078,1,stim,stim
P11802,Q02078,-1,stim,stim
P01236,P42229,1,stim,stim
P42229,Q9BZS1,1,stim,stim
P40337,Q16665,-1,stim,stim
P17676,P07900,1,stim,stim
Q9UHD2,Q04864,1,stim,stim
Q16539,P49137,1,stim,stim
Q16539,P84022,1,stim,stim
P84022,Q15329,1,stim,stim
P11802,P84022,-1,stim,stim
P84022,Q9BZS1,1,stim,stim
Q13177,P01236,1,stim,stim
P09874,Q9UGL1,-1,stim,stim
P01135,Q15303,1,stim,stim
Q16539,P01100,1,stim,stim
Q16539,P98177,1,stim,stim
Q16539,P13631,1,stim,stim
P51452,Q16539,-1,stim,stim
Q16539,P41235,1,stim,stim
Q16539,P19419,1,stim,stim
Q16539,Q02080,1,stim,stim
Q16539,Q99626,1,stim,stim
Q16539,Q06413,1,stim,stim
P19419,P01100,1,stim,stim
Q92844,Q9UHD2,1,stim,stim
P01135,P21802,1,stim,stim
P07900,P35869,1,stim,stim
P11802,Q06413,-1,stim,stim
P28702,Q13133,1,stim,stim
P13631,P28702,1,stim,stim
P28702,P55055,1,stim,stim
P28702,P10589,1,stim,stim
P78545,Q9NZC4,1,stim,stim
P33076,P48382,1,stim,stim
P23771,P11308,1,stim,stim
P23759,P15172,1,stim,stim
P17542,Q06413,1,stim,stim
P01236,P02533,1,stim,stim
Q01543,P11308,1,stim,stim
P46531,Q99081,1,stim,stim
Q5VWQ8,Q92786,-1,stim,stim
P46531,Q00653,1,stim,stim
P42226,O43474,1,stim,stim
P10070,P12643,1,stim,stim
