Node1,Node2,Sign,network,network_no_sign
Q9UJU2,Q13950,-1,naive,naive
P48436,Q13950,-1,naive,naive
P84022,Q13950,-1,naive,naive
P53350,Q08050,1,naive,naive
Q09472,O43524,-1,naive,naive
P27361,P49715,-1,naive/stim,naive/stim
P27361,Q15831,-1,naive,naive
P27361,O43524,-1,naive/stim,naive/stim
P27361,P49841,-1,naive,naive
P27361,Q01860,-1,naive,naive
P46937,P35222,1,naive,naive
P35222,Q9NQB0,1,naive,naive
P68400,P35222,1,naive/stim,naive/stim
P35222,P22736,1,naive,naive
P35222,O43524,1,naive,naive
P35222,P15884,1,naive,naive
P35222,Q9HCS4,1,naive/stim,naive/stim
O14543,Q9UQF2,-1,naive,naive
Q9UQF2,Q16539,1,naive,naive
O00716,P10244,1,naive/stim,naive/stim
Q9H3D4,P46937,-1,naive/stim,naive/stim
P63165,P46937,1,naive,naive
P46937,Q15561,1,naive/stim,naive/stim
Q15750,P49116,1,naive,naive
P23771,P49715,-1,naive/stim,naive/stim
Q01196,P49715,-1,naive/stim,naive/stim
P16220,O43524,-1,naive,naive
P19838,Q9Y618,1,naive,naive
P20749,P19838,1,naive,naive
P19838,Q04206,1,naive,naive
P03372,Q16236,-1,naive,naive
O14543,Q14186,-1,naive,naive
Q9Y618,Q96T58,1,naive,naive
Q96T58,O75376,1,naive,naive
Q14186,Q14209,1,naive,naive
Q15831,P49841,1,naive,naive
Q15831,Q13131,1,naive,naive
Q15831,P43268,1,naive,naive
P29350,Q12809,-1,naive,naive
O75676,P18846,1,naive,naive
O75676,Q04206,1,naive,naive
O75676,P50549,1,naive,naive
P24941,Q01094,-1,naive,naive
P24941,O43524,-1,naive,naive
P67775,Q9UQM7,1,naive,naive
P67775,O43524,1,naive,naive
P14780,P01137,1,naive,naive
Q04206,Q14653,1,naive,naive
O75925,P63165,1,naive,naive
P68400,O75925,1,naive,naive
O75925,O75626,1,naive,naive
Q13131,O75925,1,naive,naive
P53350,O75116,1,naive,naive
O75116,Q15306,1,naive/stim,naive/stim
Q00613,P63165,-1,naive,naive
O00141,Q969H0,1,naive,naive
Q13164,O00141,1,naive,naive
Q13535,P53350,-1,naive,naive
P61244,Q99583,1,naive/stim,naive/stim
P61244,P50539,1,naive/stim,naive/stim
O43524,P53350,1,naive,naive
P68400,Q8TAQ2,1,naive,naive
P68400,Q04206,1,naive,naive
P68400,P05549,1,naive/stim,naive/stim
P49841,P20749,1,naive/stim,naive/stim
Q15759,Q16236,-1,naive,naive
Q15759,Q15750,-1,naive,naive
P50613,Q01094,-1,naive,naive
Q14186,Q01094,1,naive,naive
P11802,Q13761,-1,naive,naive
Q9UBK2,O43524,-1,naive,naive
P49841,Q04206,1,naive,naive
Q13164,P22736,1,naive/stim,naive/stim
Q13164,Q16236,1,naive/stim,naive/stim
