Node1,Node2,Sign,network,network_no_sign
Q05655,P45983,1,naive,naive
P45983,O43524,1,naive/stim,naive/stim
P45983,P08047,1,naive/stim,naive/stim
P45983,P17544,1,naive/stim,naive/stim
P23771,Q9UL17,-1,naive/stim,naive/stim
P84022,P61244,1,naive,naive
P61244,P50539,1,naive,naive
P19174,Q9UQM7,1,naive,naive
O60674,P42226,1,naive,naive
P45984,P17275,-1,naive/stim,naive/stim
P19174,P42229,1,naive,naive
O60674,P19174,1,naive,naive
P31751,P49918,-1,naive,naive
P31751,P84022,-1,naive,naive
P31751,O43524,-1,naive,naive
P31751,P49841,-1,naive,naive
P31751,P17542,-1,naive,naive
P06400,P15336,1,naive/stim,naive/stim
P28482,P15336,1,naive/stim,naive/stim
P08047,Q01094,1,naive,naive
P28482,Q01094,1,naive/stim,naive/stim
Q14186,Q01094,1,naive,naive
P01137,Q06710,-1,naive,naive
P11802,Q13761,-1,naive/stim,naive/stim
P49407,P55085,-1,naive/stim,naive/stim
P06400,Q02447,1,naive/stim,naive/stim
P06400,P08047,1,naive,naive
P11802,P06400,-1,naive,naive
Q13131,P06400,-1,naive,naive
Q14186,P06400,1,naive,naive
P28482,Q06546,1,naive/stim,naive/stim
P28482,O75030,1,naive/stim,naive/stim
P28482,Q13153,1,naive/stim,naive/stim
Q13153,P78545,1,naive/stim,naive/stim
Q9UBK2,O43524,-1,naive,naive
P08047,Q9UL17,1,naive,naive
O60674,P42229,1,naive,naive
P28482,P42229,1,naive,naive
P49841,P17676,1,naive/stim,naive/stim
P17676,Q16254,1,naive,naive
P28482,P17676,1,naive/stim,naive/stim
P84022,Q15329,1,naive/stim,naive/stim
P84022,Q16254,1,naive/stim,naive/stim
P11802,P84022,-1,naive/stim,naive/stim
Q03164,Q01196,1,naive/stim,naive/stim
P23759,Q03164,1,naive/stim,naive/stim
P28482,Q07869,1,naive/stim,naive/stim
P28482,Q01196,1,naive/stim,naive/stim
Q01196,Q03014,1,naive/stim,naive/stim
Q02447,P08047,1,naive,naive
P28482,Q02447,1,naive/stim,naive/stim
P28482,P08047,1,naive,naive
Q01664,P08047,1,naive,naive
P37840,P28482,1,naive,naive
P62714,P37840,-1,naive,naive
Q5VWQ8,O60674,-1,naive,naive
P28482,Q02080,1,naive/stim,naive/stim
P11802,Q06413,-1,naive/stim,naive/stim
P62714,P32519,-1,naive,naive
O00712,P08651,-1,naive,naive
Q01094,P37231,1,naive/stim,naive/stim
P28347,O43524,1,naive,naive
P08151,P04198,1,naive,naive
P17542,Q06413,1,naive/stim,naive/stim
P17542,P11308,1,naive,naive
P20749,P49711,-1,naive,naive
Q92826,P15884,-1,naive,naive
P31269,Q06413,-1,naive/stim,naive/stim
Q5VWQ8,P37275,-1,naive,naive
P11308,Q15910,1,naive,naive
O00712,Q15910,-1,naive,naive
O15054,Q15306,1,naive,naive
P55085,Q99612,1,naive/stim,naive/stim
P42226,P37231,1,naive,naive
Q14186,P10244,1,naive,naive
P01137,Q01664,-1,naive,naive
P78396,P19544,-1,naive,naive
P42226,Q07869,1,naive,naive
P42226,O15054,1,naive,naive
Q16623,Q00535,1,naive/stim,naive/stim
Q00535,O15516,1,naive/stim,naive/stim
Q00535,Q13164,1,naive,naive
O15350,P55212,1,naive,naive
P55212,P05549,1,naive,naive
P06493,Q08050,1,naive,naive
P11802,Q08050,1,naive,naive
Q92831,O15350,1,naive,naive
P27361,P16220,1,naive,naive
P27361,P03372,1,naive,naive
P27361,P36956,1,naive,naive
P27361,Q00613,1,naive/stim,naive/stim
P27361,Q15788,1,naive/stim,naive/stim
P27361,O75582,1,naive,naive
P27361,P20749,1,naive,naive
P27361,P15923,1,naive,naive
P27361,Q16665,1,naive/stim,naive/stim
Q05655,P27361,-1,naive,naive
P27361,P17535,1,naive/stim,naive/stim
P27361,P14921,1,naive,naive
P27361,P28324,1,naive,naive
P35222,P48431,-1,naive/stim,naive/stim
P45984,Q9UQF2,1,naive,naive
P20749,Q00653,1,naive/stim,naive/stim
Q00653,Q13114,1,naive,naive
P42224,P27540,1,naive/stim,naive/stim
P27540,Q9H6Z9,1,naive/stim,naive/stim
Q9NYJ8,P49116,1,naive,naive
P61244,P49715,-1,naive,naive
P49715,P22415,1,naive,naive
P49715,P17947,1,naive,naive
Q01196,P49715,-1,naive,naive
P28482,P49715,-1,naive,naive
O75582,P16220,1,naive,naive
P31751,P16220,1,naive,naive
Q15759,P16220,1,naive,naive
P49841,P16220,-1,naive,naive
Q14164,P03372,1,naive,naive
Q14164,P42224,1,naive,naive
Q14164,Q04864,1,naive,naive
Q13114,Q14164,1,naive,naive
Q92831,P15172,1,naive/stim,naive/stim
Q92831,P10914,1,naive/stim,naive/stim
P05114,Q92831,1,naive/stim,naive/stim
Q92831,P14316,1,naive,naive
Q92831,P33076,1,naive/stim,naive/stim
Q92831,Q9Y2Y9,1,naive/stim,naive/stim
P06400,P25490,-1,naive/stim,naive/stim
O75376,P03372,-1,naive/stim,naive/stim
O75925,P03372,1,naive,naive
Q15788,P03372,1,naive,naive
P05412,P03372,1,naive,naive
O75582,P03372,1,naive,naive
P03372,P23771,1,naive,naive
P03372,Q15596,1,naive/stim,naive/stim
P31751,P03372,1,naive,naive
Q15759,P03372,1,naive,naive
P06401,P03372,1,naive,naive
Q9UBK2,P03372,1,naive,naive
P03372,P55317,1,naive,naive
P06493,P36956,1,naive,naive
P49841,P36956,-1,naive,naive
P23246,Q15233,1,naive/stim,naive/stim
P06400,O00716,-1,naive/stim,naive/stim
O14543,Q14765,1,naive/stim,naive/stim
Q15759,O14543,1,naive/stim,naive/stim
P49841,P06493,-1,naive,naive
Q16254,P06493,-1,naive,naive
P28482,P06493,-1,naive,naive
P06493,Q01167,1,naive,naive
P06400,Q14209,-1,naive,naive
P28482,Q15831,-1,naive,naive
Q15831,Q13131,1,naive/stim,naive/stim
Q15831,P43268,1,naive,naive
P29350,Q12809,-1,naive/stim,naive/stim
P05412,Q9NQB0,1,naive,naive
P53355,Q16623,-1,naive,naive
P49840,P23246,-1,naive,naive
P49840,O95644,-1,naive,naive
P49840,Q92908,-1,naive,naive
P05412,P18146,1,naive/stim,naive/stim
P18146,P01137,1,naive/stim,naive/stim
O75925,P48436,1,naive,naive
O75925,O75626,1,naive,naive
Q13131,O75925,1,naive,naive
P42226,P42224,-1,naive,naive
P45984,P42224,1,naive/stim,naive/stim
P42224,P10914,1,naive/stim,naive/stim
P42224,P14316,1,naive,naive
P49841,Q00613,-1,naive/stim,naive/stim
Q15788,P06401,1,naive/stim,naive/stim
Q15788,Q13133,1,naive,naive
P05412,P15407,1,naive/stim,naive/stim
P05412,P17947,1,naive/stim,naive/stim
P05412,P14921,1,naive,naive
P10276,P17947,-1,naive,naive
P15923,P15172,1,naive,naive
Q02078,P15172,1,naive/stim,naive/stim
P31749,P31751,-1,naive,naive
P31749,Q9UBK2,-1,naive,naive
P31749,Q5VWQ8,-1,naive,naive
P31749,P23769,-1,naive,naive
O75582,P18846,1,naive,naive
Q15759,O75582,1,naive,naive
O75582,P05114,1,naive,naive
O75582,P50549,1,naive,naive
P45983,Q13469,-1,naive/stim,naive/stim
P31751,P98170,1,naive,naive
P98170,Q9NYJ8,1,naive,naive
Q13535,Q8TAQ2,1,naive,naive
P41182,Q13535,-1,naive,naive
O75444,Q16236,1,naive,naive
P26367,O75444,1,naive/stim,naive/stim
Q9UQM7,P14921,-1,naive,naive
Q9UQM7,P15036,-1,naive/stim,naive/stim
Q05655,Q01543,-1,naive,naive
Q9NYJ8,P45984,1,naive,naive
P45984,P17535,1,naive/stim,naive/stim
P33076,P25208,1,naive/stim,naive/stim
Q9H6Z9,Q99814,1,naive/stim,naive/stim
Q15759,P22415,1,naive/stim,naive/stim
Q15759,P15923,1,naive,naive
Q15759,Q9UBK2,1,naive/stim,naive/stim
Q15759,Q02078,1,naive/stim,naive/stim
Q9NYJ8,Q15759,1,naive,naive
Q15759,O60381,1,naive/stim,naive/stim
Q15759,P41235,1,naive,naive
Q15759,P28324,1,naive,naive
P49841,P15407,-1,naive/stim,naive/stim
P10914,Q9BX63,1,naive,naive
P49918,P11802,-1,naive,naive
P28482,P49407,-1,naive/stim,naive/stim
P06400,P17947,-1,naive/stim,naive/stim
P17542,P15923,-1,naive,naive
P28482,P06401,-1,naive/stim,naive/stim
Q13131,Q9UBK2,1,naive,naive
Q9UBK2,P11474,1,naive/stim,naive/stim
Q13164,Q02078,1,naive,naive
Q13469,Q02078,1,naive,naive
P49841,P23246,-1,naive/stim,naive/stim
Q13164,Q16236,1,naive,naive
P49841,Q16236,-1,naive/stim,naive/stim
P84022,P26367,-1,naive/stim,naive/stim
P84022,P55317,-1,naive,naive
O14744,P31269,1,naive,naive
P01137,P37173,1,naive,naive
P37173,P62714,1,naive,naive
Q13164,P14921,1,naive,naive
Q05655,P10588,-1,naive,naive
P41182,P17535,-1,naive,naive
O60674,O14744,-1,naive,naive
O60716,Q86T24,-1,naive/stim,naive/stim
P49841,Q13887,-1,naive/stim,naive/stim
P49841,Q13469,-1,naive,naive
P49841,O95644,-1,naive,naive
P15036,P14921,1,naive,naive
Q13469,Q13422,1,naive/stim,naive/stim
P33076,P48382,1,naive,naive
P33076,O14593,1,naive/stim,naive/stim
P55317,O00712,1,naive,naive
P16220,P15172,1,naive,naive
P37275,Q6ISB3,-1,naive,naive
Q15910,Q92826,-1,naive,naive
Q15910,O43623,-1,naive,naive
P17947,Q01543,1,naive,naive
P17947,O00470,1,naive,naive
P10276,P78396,-1,naive,naive
P27361,P48436,1,naive,naive
O75376,O43623,-1,naive,naive
Q13164,O43474,1,naive,naive
P03372,P17861,1,stim,stim
O15111,Q01201,-1,stim,stim
O15111,Q9Y261,-1,stim,stim
P51812,Q15831,-1,stim,stim
P51812,O75030,-1,stim,stim
P51812,P49841,-1,stim,stim
Q9Y243,P03372,1,stim,stim
Q9Y243,P24941,1,stim,stim
P68400,Q9Y243,1,stim,stim
Q9Y243,Q15672,1,stim,stim
Q13115,P28482,-1,stim,stim
P04406,P14859,1,stim,stim
P27361,P49715,-1,stim,stim
P27361,Q15831,-1,stim,stim
P27361,O95644,-1,stim,stim
Q15796,Q15797,1,stim,stim
Q15796,Q13485,1,stim,stim
Q15796,Q9NQB0,1,stim,stim
Q00653,Q01201,1,stim,stim
Q15797,Q13485,1,stim,stim
P46937,Q15797,1,stim,stim
P45983,Q13363,-1,stim,stim
Q13363,O60315,1,stim,stim
Q13485,P49711,1,stim,stim
Q13485,P15336,1,stim,stim
Q8N2W9,Q13485,-1,stim,stim
Q9H3D4,P46937,-1,stim,stim
P31749,P46937,-1,stim,stim
P23771,P49715,-1,stim,stim
Q92831,P24941,-1,stim,stim
P25490,Q04721,-1,stim,stim
P03372,P37231,1,stim,stim
Q9Y618,P03372,-1,stim,stim
P24941,P03372,1,stim,stim
Q13153,P03372,1,stim,stim
P49841,P03372,1,stim,stim
P28482,P03372,1,stim,stim
Q13887,P03372,-1,stim,stim
P36956,P37231,1,stim,stim
P28482,P36956,1,stim,stim
Q9Y618,P37231,-1,stim,stim
O75376,P37231,-1,stim,stim
P45983,P37231,-1,stim,stim
Q15596,P37231,1,stim,stim
P37231,Q13133,1,stim,stim
P52333,P52630,1,stim,stim
O75376,Q07869,-1,stim,stim
Q15831,P49841,1,stim,stim
P29350,P52333,1,stim,stim
P24941,P17676,1,stim,stim
P28482,P24941,1,stim,stim
P24941,Q01167,1,stim,stim
P63151,P67775,-1,stim,stim
Q14012,P04406,1,stim,stim
P68400,Q16623,1,stim,stim
P68400,O15379,1,stim,stim
P20749,O15379,1,stim,stim
O15379,Q01094,1,stim,stim
Q8N2W9,Q14653,-1,stim,stim
P31749,P49841,-1,stim,stim
Q04721,Q06330,1,stim,stim
P61244,Q99583,1,stim,stim
O60271,P61244,1,stim,stim
Q03164,Q01201,1,stim,stim
P45984,Q13469,-1,stim,stim
P68400,Q15672,1,stim,stim
P28482,P68400,1,stim,stim
P68400,O95644,1,stim,stim
P68400,P17480,1,stim,stim
P49841,P20749,1,stim,stim
Q13362,Q14012,-1,stim,stim
P28482,Q15672,1,stim,stim
Q03164,P31269,1,stim,stim
P09874,Q9UGL1,-1,stim,stim
P26367,P19022,1,stim,stim
P19022,Q4KMG0,1,stim,stim
P28482,Q9BY84,1,stim,stim
P28482,Q15648,1,stim,stim
P28482,P56693,1,stim,stim
Q4KMG0,O60271,1,stim,stim
Q15648,Q13133,1,stim,stim
Q13131,Q6N021,1,stim,stim
P78545,Q9NZC4,1,stim,stim
Q6N021,P19544,1,stim,stim
Q15648,Q92908,1,stim,stim
P14859,Q5VTD9,1,stim,stim
P14859,Q15672,1,stim,stim
Q06330,Q00653,1,stim,stim
Q15672,P10589,1,stim,stim
Q16254,P37231,-1,stim,stim
P28482,P48436,1,stim,stim
P01137,P26367,-1,stim,stim
P01137,P11802,-1,stim,stim
P27540,P24941,-1,stim,stim
P31269,P04198,1,stim,stim
P05412,P18847,1,stim,stim
O15111,Q9Y6Q9,1,stim,stim
P31749,O15111,1,stim,stim
P46531,O15111,1,stim,stim
Q7Z434,O15111,1,stim,stim
P27361,P51812,1,stim,stim
P51812,P18848,1,stim,stim
P51812,P11831,1,stim,stim
P51812,P01100,1,stim,stim
P51812,P50549,1,stim,stim
Q9Y243,O75376,-1,stim,stim
Q9Y243,P10276,-1,stim,stim
Q9Y243,Q9UBK2,-1,stim,stim
Q9Y243,P22736,-1,stim,stim
Q9Y243,P84022,-1,stim,stim
Q9Y243,O43524,-1,stim,stim
Q9Y243,P98177,-1,stim,stim
Q9Y243,P17542,-1,stim,stim
P18146,Q13115,1,stim,stim
P27361,P45983,1,stim,stim
P27361,P09874,1,stim,stim
P27361,Q12772,1,stim,stim
P27361,P01100,1,stim,stim
P27361,P08047,1,stim,stim
P27361,P17542,1,stim,stim
P27361,P19419,1,stim,stim
P29350,P51692,-1,stim,stim
Q15788,P51692,1,stim,stim
P35222,Q9UJU2,1,stim,stim
P35222,P15172,1,stim,stim
P45984,P35222,1,stim,stim
P35222,P22736,1,stim,stim
P11473,P35222,1,stim,stim
P49841,P35222,-1,stim,stim
P35222,P98177,1,stim,stim
P31749,P27540,1,stim,stim
P27540,P35869,1,stim,stim
Q9Y261,P32243,-1,stim,stim
Q92831,P46531,1,stim,stim
Q92831,P84022,1,stim,stim
Q92831,Q06413,1,stim,stim
P03372,Q16236,-1,stim,stim
Q9UQM7,Q9Y618,-1,stim,stim
Q9Y618,P41182,1,stim,stim
P24941,Q9H3D4,-1,stim,stim
P24941,P15172,-1,stim,stim
P24941,P84022,-1,stim,stim
P24941,O43524,-1,stim,stim
P24941,P98177,-1,stim,stim
O15379,O60675,-1,stim,stim
O15379,Q16236,-1,stim,stim
P45983,P42224,1,stim,stim
Q15788,P11473,1,stim,stim
Q15788,P01100,1,stim,stim
Q8N2W9,Q9UJU2,1,stim,stim
P46531,Q9UJU2,1,stim,stim
P84022,Q9UJU2,1,stim,stim
P36402,Q9UJU2,1,stim,stim
P05412,P01100,1,stim,stim
P05412,P15884,1,stim,stim
P05412,P15408,1,stim,stim
P10276,P22736,1,stim,stim
P11802,P15172,-1,stim,stim
Q06413,P15172,1,stim,stim
Q9UHD2,P31749,1,stim,stim
P10242,P23771,1,stim,stim
P28482,P10242,-1,stim,stim
P45983,P45984,1,stim,stim
P45983,P17535,1,stim,stim
P45983,P98177,1,stim,stim
P28482,P45983,-1,stim,stim
Q9BY84,P45983,-1,stim,stim
P45983,P19419,1,stim,stim
Q13362,P18846,1,stim,stim
P42226,P23771,1,stim,stim
P84022,P23771,1,stim,stim
P36402,P11831,1,stim,stim
Q9UQM7,Q13362,-1,stim,stim
P52333,P42226,-1,stim,stim
Q9UHD2,P42226,1,stim,stim
P45984,P84022,1,stim,stim
P45984,O43524,1,stim,stim
P45984,P98177,1,stim,stim
Q9BY84,P45984,-1,stim,stim
P45984,P19419,1,stim,stim
P68400,Q08945,-1,stim,stim
P68400,Q16236,-1,stim,stim
P68400,P05114,-1,stim,stim
P68400,O95786,-1,stim,stim
P68400,P08047,-1,stim,stim
P68400,Q01892,-1,stim,stim
Q9BY84,Q15759,-1,stim,stim
Q15759,P19419,1,stim,stim
Q15759,Q06413,1,stim,stim
P15408,P15407,1,stim,stim
P09874,Q8N2W9,1,stim,stim
P46531,Q16665,1,stim,stim
P84022,P46531,1,stim,stim
P06400,P21675,-1,stim,stim
Q7Z434,Q9UHD2,1,stim,stim
O95786,Q7Z434,1,stim,stim
P11802,Q02078,-1,stim,stim
P22736,Q16665,1,stim,stim
P09874,Q16665,1,stim,stim
Q9UHD2,Q04864,1,stim,stim
P28482,Q13362,-1,stim,stim
P01137,P84022,1,stim,stim
P28482,P84022,-1,stim,stim
P28482,O43524,-1,stim,stim
P19419,P01100,1,stim,stim
P49841,Q14494,-1,stim,stim
P28482,P98177,-1,stim,stim
P01137,P63151,1,stim,stim
O43524,P15172,1,stim,stim
P98177,P15172,1,stim,stim
Q15672,P10242,-1,stim,stim
Q5VTD9,Q06413,-1,stim,stim
P04198,Q06413,-1,stim,stim
P46531,Q99081,1,stim,stim
P42226,Q9UBK2,1,stim,stim
P48436,P49716,-1,stim,stim
P37231,P35222,-1,stim,stim
P42226,O43474,1,stim,stim
P03372,O43623,-1,stim,stim
