Node1,Node2,Sign,network,network_no_sign
Q01860,P26367,-1,naive/stim,naive/stim
Q01860,O15178,-1,naive,naive
P11308,Q15910,1,naive,naive
P46531,Q99081,1,naive,naive
P17947,O00470,1,naive,naive
Q8NHW3,P52945,1,naive,naive
P46531,Q9UBP5,1,naive,naive
P06241,P35222,1,naive,naive
P06241,P00519,1,naive,naive
P06241,Q16539,1,naive/stim,naive/stim
P41240,P06241,1,naive/stim,naive/stim
P06241,P43403,1,naive,naive
P12931,P41235,-1,naive,naive
P27361,Q15349,1,naive,naive
Q15349,P18848,1,naive,naive
O15530,Q15349,1,naive,naive
Q15349,P01100,1,naive,naive
Q15349,P50549,1,naive,naive
P51449,O00327,1,naive,naive
P27361,Q15796,1,naive,naive
P27361,P40763,1,naive/stim,naive/stim
P27361,P36956,1,naive/stim,naive/stim
P27361,P17655,1,naive,naive
P27361,P20749,1,naive/stim,naive/stim
P27361,Q01094,1,naive,naive
P27361,Q16665,1,naive/stim,naive/stim
P27361,P17676,1,naive,naive
P27361,Q15672,1,naive,naive
Q05513,P27361,1,naive,naive
P27361,P09874,1,naive/stim,naive/stim
P27361,Q01196,1,naive/stim,naive/stim
P27361,P01100,1,naive,naive
P27361,P17542,1,naive,naive
P27361,P19419,1,naive,naive
Q13131,P08151,-1,naive,naive
Q15796,Q13485,1,naive,naive
Q92831,Q15796,1,naive,naive
Q15796,Q9NQB0,1,naive,naive
Q13547,Q15796,-1,naive,naive
Q15796,Q02078,1,naive,naive
Q15796,Q06413,1,naive,naive
O60674,P51692,1,naive,naive
P35222,Q9NQB0,1,naive,naive
P49840,P35222,-1,naive,naive
P35222,P15172,1,naive,naive
P45984,P35222,1,naive,naive
P46531,P35222,-1,naive,naive
Q13153,P35222,1,naive,naive
P35222,P36402,1,naive/stim,naive/stim
P35222,P98177,1,naive,naive
P20749,Q00653,1,naive/stim,naive/stim
P40763,O43474,1,naive/stim,naive/stim
P40763,P18146,1,naive,naive
P45984,P40763,1,naive/stim,naive/stim
P40763,O75626,1,naive/stim,naive/stim
P17676,P40763,1,naive,naive
P40763,Q15672,1,naive,naive
Q16539,P40763,1,naive/stim,naive/stim
O60674,P40763,1,naive,naive
Q5VWQ8,P40763,-1,naive,naive
Q13485,P10275,1,naive,naive
Q13485,P18846,1,naive,naive
Q13485,Q02078,1,naive/stim,naive/stim
Q13485,P01100,1,naive,naive
Q13485,Q15329,1,naive,naive
P27540,Q9H6Z9,1,naive,naive
Q9UBP5,P27540,-1,naive,naive
O00716,P10244,1,naive,naive
P09874,P10244,1,naive,naive
P49116,O14920,1,naive,naive
Q13131,P49116,-1,naive,naive
P23771,P49715,-1,naive,naive
P49715,P22415,1,naive,naive
P28482,P49715,-1,naive,naive
Q9Y261,P32243,-1,naive,naive
O14920,Q14653,1,naive,naive
O14920,Q9H3D4,1,naive,naive
O15530,O14920,1,naive,naive
Q05513,O14920,1,naive,naive
Q9UHD2,O14920,1,naive,naive
P62714,O14920,-1,naive,naive
Q92831,P10275,1,naive,naive
Q92831,P15172,1,naive,naive
Q16539,Q92831,1,naive,naive
Q92831,Q04721,1,naive,naive
Q92831,Q06413,1,naive/stim,naive/stim
Q92831,P33076,1,naive,naive
Q92831,Q9Y2Y9,1,naive/stim,naive/stim
P06400,P25490,-1,naive,naive
Q13131,P36956,-1,naive,naive
P23246,Q15233,1,naive,naive
P06400,O00716,-1,naive,naive
Q12778,Q9Y618,-1,naive,naive
P06493,P15172,-1,naive,naive
P06493,P98177,-1,naive,naive
P06493,P39880,-1,naive,naive
P10275,O75376,1,naive,naive
Q01094,Q14209,1,naive,naive
P06400,Q14209,-1,naive,naive
Q15831,Q13153,-1,naive,naive
P06400,P20226,-1,naive,naive
P49840,Q96RR4,-1,naive,naive
P49840,P23246,-1,naive,naive
P49840,Q92908,-1,naive,naive
Q9UHD2,Q14653,1,naive,naive
P42224,Q16665,-1,naive,naive
P05129,P10276,1,naive,naive
P10276,P28702,1,naive/stim,naive/stim
Q04206,P10275,-1,naive,naive
Q16539,P10275,1,naive,naive
P10275,Q13285,1,naive,naive
Q5VWQ8,P10275,-1,naive,naive
O15530,P05129,1,naive,naive
Q13547,P15172,-1,naive,naive
Q02078,P15172,1,naive,naive
P11802,P15172,-1,naive,naive
P24468,P15172,-1,naive,naive
Q06413,P15172,1,naive,naive
O15530,O00141,1,naive,naive
O00141,Q969H0,1,naive,naive
Q13535,Q8TAQ2,1,naive,naive
Q13535,Q01094,1,naive,naive
P00519,Q13535,1,naive,naive
Q13535,Q03164,1,naive,naive
P17655,P49841,1,naive,naive
P23771,Q9UL17,-1,naive,naive
P68400,P61244,-1,naive/stim,naive/stim
Q16539,P61244,1,naive/stim,naive/stim
Q13547,O60675,-1,naive,naive
Q13547,Q16236,-1,naive,naive
Q13547,Q13351,-1,naive,naive
O15530,Q13153,1,naive,naive
O15530,Q05513,1,naive,naive
P48736,O15530,1,naive,naive
Q05513,Q9UNE7,1,naive,naive
Q05513,P42226,1,naive/stim,naive/stim
Q9UHD2,P42226,1,naive,naive
O60674,P42226,1,naive,naive
Q05513,P45984,1,naive,naive
P45984,P98177,1,naive/stim,naive/stim
P45984,P19419,1,naive,naive
P33076,P25208,1,naive/stim,naive/stim
Q9H6Z9,Q99814,1,naive,naive
Q16539,P22415,1,naive/stim,naive/stim
P68400,Q16236,-1,naive/stim,naive/stim
P68400,Q13133,-1,naive,naive
P68400,Q13422,-1,naive,naive
P68400,Q01892,-1,naive/stim,naive/stim
P49841,P20749,1,naive,naive
Q92574,Q15382,-1,naive,naive
P06400,Q01094,-1,naive,naive
P09874,Q01094,1,naive,naive
Q96RR4,Q16566,1,naive,naive
P11802,Q13761,-1,naive/stim,naive/stim
P06400,P21675,-1,naive,naive
P06400,P17480,-1,naive,naive
Q13153,P00519,1,naive,naive
Q13153,P78545,1,naive/stim,naive/stim
Q16539,Q02078,1,naive/stim,naive/stim
P11802,Q02078,-1,naive/stim,naive/stim
P09874,Q16665,1,naive/stim,naive/stim
P00519,P17676,1,naive,naive
P49841,P17676,1,naive,naive
Q9UHD2,Q04864,1,naive,naive
P84022,P55317,-1,naive,naive
P00519,O60674,1,naive,naive
Q16539,Q15672,1,naive,naive
P48736,Q05513,1,naive/stim,naive/stim
Q16539,O60381,1,naive,naive
Q03164,Q01196,1,naive,naive
Q9BZS1,P51449,-1,naive,naive
Q01196,Q03014,1,naive,naive
Q16539,P01100,1,naive,naive
Q16539,P98177,1,naive/stim,naive/stim
P43403,Q16539,1,naive,naive
Q16539,P41235,1,naive,naive
Q16539,P19419,1,naive,naive
Q16539,P23769,1,naive/stim,naive/stim
Q16539,Q02080,1,naive/stim,naive/stim
Q16539,Q99626,1,naive/stim,naive/stim
Q16539,Q06413,1,naive,naive
P19419,P01100,1,naive/stim,naive/stim
Q9Y2E6,Q9UHD2,-1,naive,naive
O60716,Q86T24,-1,naive/stim,naive/stim
P49841,P33076,1,naive,naive
P28482,P98177,-1,naive/stim,naive/stim
Q5VWQ8,O60674,-1,naive,naive
P28482,Q01860,-1,naive,naive
P28482,P17480,-1,naive/stim,naive/stim
P11802,Q06413,-1,naive,naive
P43403,P48736,1,naive,naive
P14921,Q9UKX5,1,naive/stim,naive/stim
P28702,Q13133,1,naive,naive
Q04721,Q86Y01,1,naive,naive
P28702,P55055,1,naive/stim,naive/stim
Q13131,P41235,-1,naive,naive
Q9UKX5,P41240,1,naive/stim,naive/stim
P78545,Q9NZC4,1,naive,naive
P62714,P32519,-1,naive,naive
Q16566,Q03060,1,naive,naive
P98177,P15172,1,naive,naive
Q13547,P49715,-1,naive,naive
P49715,O15055,1,naive,naive
P14921,P01100,1,naive,naive
Q15672,P01100,1,naive,naive
P08151,P04198,1,naive/stim,naive/stim
P17542,Q06413,1,naive,naive
P42229,Q06413,-1,naive/stim,naive/stim
Q5VTD9,Q06413,-1,naive,naive
P31269,Q06413,-1,naive/stim,naive/stim
Q15910,Q92826,-1,naive,naive
Q15910,Q15672,-1,naive,naive
P27361,P48436,1,naive,naive
Q16552,P57682,1,naive,naive
Q5VWQ8,Q92786,-1,naive,naive
P42226,O43474,1,naive,naive
P51449,Q16552,1,naive,naive
Q03135,P67775,-1,stim,stim
P07948,P22681,1,stim,stim
P07948,Q05655,1,stim,stim
P07948,P48736,1,stim,stim
P41240,P07948,-1,stim,stim
P07948,P43405,1,stim,stim
P04628,P35222,1,stim,stim
P04628,Q06710,1,stim,stim
P04628,P48436,1,stim,stim
Q96HF1,P04628,-1,stim,stim
P51812,P05114,-1,stim,stim
P51812,P49841,-1,stim,stim
Q96EB6,Q01201,-1,stim,stim
Q96EB6,Q04206,-1,stim,stim
Q96EB6,Q14191,-1,stim,stim
P27361,P06401,-1,stim,stim
P27361,P49841,-1,stim,stim
P27361,Q01860,-1,stim,stim
P23443,P08151,1,stim,stim
P46937,P35222,1,stim,stim
P35222,Q9UJU2,1,stim,stim
P68400,P35222,1,stim,stim
P35222,P22736,1,stim,stim
P35222,O43524,1,stim,stim
P35222,P15884,1,stim,stim
Q99626,P35222,-1,stim,stim
P35222,Q9HCS4,1,stim,stim
Q15797,O14640,1,stim,stim
P63165,Q13363,1,stim,stim
Q13363,O60315,1,stim,stim
P27695,P27540,1,stim,stim
P24941,P10244,1,stim,stim
Q16254,P10244,-1,stim,stim
P63165,P46937,1,stim,stim
P16220,O43524,-1,stim,stim
P63165,P49711,1,stim,stim
Q92831,Q06330,1,stim,stim
Q92831,P10914,1,stim,stim
P05114,Q92831,1,stim,stim
Q9Y618,P06401,-1,stim,stim
P68400,Q92769,1,stim,stim
P24941,Q14207,1,stim,stim
P28482,P24941,1,stim,stim
P67775,P56524,1,stim,stim
P67775,O43524,1,stim,stim
Q04206,P18146,1,stim,stim
P18146,P01137,1,stim,stim
O15379,O60675,-1,stim,stim
O15379,Q04206,-1,stim,stim
P42224,Q04206,-1,stim,stim
Q00613,P63165,-1,stim,stim
P36402,Q9UJU2,1,stim,stim
Q04206,P56524,1,stim,stim
Q06330,P23759,1,stim,stim
P42226,P23771,1,stim,stim
Q14207,Q9BQA5,1,stim,stim
P27695,Q01201,1,stim,stim
Q03164,Q01201,1,stim,stim
P68400,O14640,1,stim,stim
P68400,P56270,1,stim,stim
Q15759,P15336,1,stim,stim
Q15759,O60381,1,stim,stim
P43405,Q15759,1,stim,stim
Q15759,P19419,1,stim,stim
Q15759,P28324,1,stim,stim
Q15759,Q06413,1,stim,stim
P39748,P27695,1,stim,stim
Q05513,P23443,1,stim,stim
P28482,P23443,1,stim,stim
P23443,Q03060,1,stim,stim
Q9UBK2,O43524,-1,stim,stim
Q14191,P39748,1,stim,stim
Q05513,Q04206,1,stim,stim
Q05655,Q04206,1,stim,stim
Q04206,P01100,1,stim,stim
P49841,Q04206,1,stim,stim
Q05513,P28482,1,stim,stim
P23759,Q03164,1,stim,stim
O14640,P25116,1,stim,stim
P28482,Q12772,1,stim,stim
P43405,Q05655,1,stim,stim
Q16539,P49841,-1,stim,stim
P28482,P01100,1,stim,stim
P28324,P01100,1,stim,stim
P28482,P19419,1,stim,stim
P28482,P28324,1,stim,stim
P42772,P11802,-1,stim,stim
Q92830,Q9HCE7,-1,stim,stim
O00712,P08651,-1,stim,stim
P16220,O43623,-1,stim,stim
P15884,P48436,1,stim,stim
Q92826,P15884,-1,stim,stim
Q5VWQ8,P37275,-1,stim,stim
P25116,Q99612,1,stim,stim
P10276,P78396,-1,stim,stim
P28482,P48436,1,stim,stim
Q9Y6K1,O00470,-1,stim,stim
P03372,O43623,-1,stim,stim
O75376,O43623,-1,stim,stim
P41182,P63165,-1,stim,stim
P06241,Q03135,1,stim,stim
P06241,Q00535,1,stim,stim
P06241,P51812,1,stim,stim
Q00535,P40763,1,stim,stim
Q00535,O15516,1,stim,stim
O15350,P55212,1,stim,stim
P55212,P05549,1,stim,stim
P27361,Q13950,1,stim,stim
P46937,Q13950,-1,stim,stim
Q9UJU2,Q13950,-1,stim,stim
P56524,Q13950,-1,stim,stim
P48436,Q13950,-1,stim,stim
P01137,Q13950,-1,stim,stim
Q9HCE7,Q13950,-1,stim,stim
P03372,P17861,1,stim,stim
P53350,Q08050,1,stim,stim
P27361,P51812,1,stim,stim
P51812,P18848,1,stim,stim
P51812,P16220,1,stim,stim
P51812,P03372,1,stim,stim
P51812,P11831,1,stim,stim
P24941,O15350,-1,stim,stim
Q99717,Q13485,1,stim,stim
Q9HCE7,Q99717,-1,stim,stim
P45984,P16104,1,stim,stim
P16104,Q8NEM0,1,stim,stim
P16104,Q92830,1,stim,stim
Q15717,Q96EB6,1,stim,stim
Q96EB6,Q9Y618,1,stim,stim
Q96EB6,O75376,1,stim,stim
Q96EB6,Q9UBK2,1,stim,stim
Q96EB6,P98177,1,stim,stim
P27361,P16220,1,stim,stim
P27361,P03372,1,stim,stim
P67775,P27361,-1,stim,stim
P27361,Q00613,1,stim,stim
P27361,Q15788,1,stim,stim
P27361,P01106,1,stim,stim
P27361,Q06546,1,stim,stim
P27361,P42229,1,stim,stim
Q05655,P27361,-1,stim,stim
P07949,P27361,1,stim,stim
P01106,Q9Y6K1,1,stim,stim
P42229,Q9Y6K1,1,stim,stim
Q15788,P51692,1,stim,stim
P35222,P48431,-1,stim,stim
Q16539,Q15717,1,stim,stim
P40763,P42224,1,stim,stim
Q15788,P40763,1,stim,stim
P40763,P17947,1,stim,stim
P07949,P40763,1,stim,stim
Q13363,Q9NQB0,-1,stim,stim
Q13485,P16220,1,stim,stim
Q13485,Q16254,1,stim,stim
Q9HCE7,Q13485,-1,stim,stim
Q13485,Q14186,1,stim,stim
Q15750,P49116,1,stim,stim
Q16539,P16220,1,stim,stim
P49841,P16220,-1,stim,stim
P16220,P21675,1,stim,stim
Q03060,P16220,-1,stim,stim
P25490,P01106,1,stim,stim
P53350,P25490,1,stim,stim
Q16539,Q9Y6Q9,1,stim,stim
Q15788,P03372,1,stim,stim
P03372,P10276,1,stim,stim
P03372,P01106,1,stim,stim
Q13153,P03372,1,stim,stim
Q9UBK2,P03372,1,stim,stim
Q16539,P03372,1,stim,stim
P03372,P55317,1,stim,stim
P49841,P36956,-1,stim,stim
Q9Y618,O15379,1,stim,stim
Q9Y618,P41182,1,stim,stim
O75376,O15379,1,stim,stim
O75376,P41182,1,stim,stim
Q14186,Q14209,1,stim,stim
Q92769,Q16236,-1,stim,stim
Q92769,P33076,-1,stim,stim
P24941,Q13153,-1,stim,stim
P24941,P98177,-1,stim,stim
P67775,Q13153,-1,stim,stim
P67775,P32519,-1,stim,stim
Q16539,Q14765,1,stim,stim
P20749,O15379,1,stim,stim
O95786,Q14653,1,stim,stim
P45984,P42224,1,stim,stim
Q16539,P42224,1,stim,stim
P42224,P14316,1,stim,stim
P56524,Q02078,-1,stim,stim
P28482,P10242,-1,stim,stim
P61244,P01106,1,stim,stim
P53350,P01106,1,stim,stim
P45984,P01106,1,stim,stim
Q04206,P01106,-1,stim,stim
O60381,P01106,-1,stim,stim
P49841,P01106,-1,stim,stim
Q92830,P01106,1,stim,stim
P01106,P17480,1,stim,stim
P63165,P11831,-1,stim,stim
P63165,P09874,-1,stim,stim
P61244,Q99583,1,stim,stim
Q13153,P53350,1,stim,stim
Q15750,P45984,1,stim,stim
P22681,P07949,-1,stim,stim
P68400,O95786,-1,stim,stim
Q15759,Q16236,-1,stim,stim
Q15759,Q15750,-1,stim,stim
Q8NEM0,Q8TAQ2,1,stim,stim
Q16539,O75030,1,stim,stim
Q16539,Q9UBK2,1,stim,stim
Q9UBK2,P11474,1,stim,stim
P26367,Q96HF1,1,stim,stim
P49841,Q16236,-1,stim,stim
Q05655,P10588,-1,stim,stim
P07949,Q16539,1,stim,stim
P07949,O60716,1,stim,stim
P49841,Q13887,-1,stim,stim
Q9HCE7,Q5VWQ8,-1,stim,stim
P28702,P10589,1,stim,stim
P55317,O00712,1,stim,stim
Q01860,Q92908,-1,stim,stim
P40763,Q9UJQ4,1,stim,stim
Q01860,Q99626,-1,stim,stim
P37275,Q6ISB3,-1,stim,stim
P48436,P49716,-1,stim,stim
Q9UJQ4,P31269,1,stim,stim
P01137,P26367,-1,stim,stim
P01137,Q01664,-1,stim,stim
P19544,Q9Y6K1,1,stim,stim
P78396,P19544,-1,stim,stim
P56524,Q92826,-1,stim,stim
P98177,P42772,1,stim,stim
P01133,P27361,1,stim,stim
P01133,P40763,1,stim,stim
P01133,P42224,1,stim,stim
O14672,P01133,1,stim,stim
P01133,O60716,1,stim,stim
P22415,O14672,1,stim,stim
P12931,P67775,-1,stim,stim
Q00535,P12931,1,stim,stim
P12931,P51812,1,stim,stim
P12931,P51692,1,stim,stim
P12931,P40763,1,stim,stim
P12931,P03372,1,stim,stim
