Node1,Node2,Sign,network,network_no_sign
P06239,Q9BZS1,-1,naive/stim,naive/stim
Q00535,Q02750,-1,naive,naive
P24941,Q08050,1,naive/stim,naive/stim
Q02750,Q08050,1,naive,naive
P51812,O75030,-1,naive,naive
P51812,P49841,-1,naive,naive
P12757,Q99717,-1,naive,naive
Q13131,P14859,-1,naive/stim,naive/stim
P27361,Q15796,1,naive,naive
P27361,P36956,1,naive,naive
P27361,P24941,1,naive,naive
P27361,P04637,1,naive,naive
P27361,Q15788,1,naive,naive
P27361,P20749,1,naive,naive
P27361,P15336,1,naive,naive
Q02750,P27361,1,naive,naive
P27361,Q06546,1,naive,naive
P27361,P42229,1,naive,naive
P27361,Q04206,1,naive,naive
P27361,Q16665,1,naive,naive
P27361,Q15672,1,naive,naive
P27361,Q12772,1,naive,naive
P27361,Q07869,1,naive,naive
Q15796,Q9UJU2,1,naive,naive
Q15796,Q16254,1,naive,naive
P12757,Q15796,-1,naive,naive
P04637,Q00653,1,naive,naive
Q00653,Q01201,1,naive,naive
P20749,Q00653,1,naive,naive
Q13547,Q13363,1,naive,naive
Q13131,Q13363,-1,naive,naive
Q13363,O60315,1,naive,naive
Q9H3D4,P46937,-1,naive,naive
P46937,Q15561,1,naive/stim,naive/stim
P46937,P28347,1,naive/stim,naive/stim
Q13131,P49116,-1,naive,naive
P25490,Q04721,-1,naive,naive
Q13131,P36956,-1,naive/stim,naive/stim
O14757,O00716,1,naive,naive
Q9Y618,P06401,-1,naive,naive
P11309,Q04206,1,naive,naive
P11309,O95644,1,naive,naive
O75376,Q07869,-1,naive,naive
P24941,P04637,1,naive,naive
P24941,O14757,1,naive,naive
P24941,P50613,1,naive,naive
P24941,Q14186,1,naive/stim,naive/stim
P24941,Q01167,1,naive/stim,naive/stim
P42345,Q9H063,-1,naive,naive
O14757,P04637,1,naive,naive
P50613,P04637,1,naive,naive
P04637,Q99856,1,naive,naive
Q16665,P04637,1,naive,naive
P04637,O75626,1,naive,naive
P04637,P11473,1,naive,naive
Q16539,P04637,1,naive,naive
P04637,O14503,1,naive,naive
P42224,Q04206,-1,naive,naive
P42224,Q16665,-1,naive,naive
Q15788,P06401,1,naive,naive
Q15788,P42229,1,naive,naive
Q15788,Q07869,1,naive,naive
Q15788,P11473,1,naive,naive
Q9UJU2,O75030,1,naive,naive
P50613,P10276,1,naive,naive
P28482,P10242,-1,naive/stim,naive/stim
Q04721,Q06330,1,naive,naive
P68400,P61244,-1,naive/stim,naive/stim
P61244,Q99583,1,naive,naive
Q16539,P61244,1,naive/stim,naive/stim
Q969V6,P11831,1,naive,naive
P20749,Q13547,1,naive/stim,naive/stim
Q16539,P22415,1,naive/stim,naive/stim
P68400,Q08945,-1,naive/stim,naive/stim
P68400,O95786,-1,naive,naive
P68400,Q01892,-1,naive/stim,naive/stim
P49841,P20749,1,naive/stim,naive/stim
Q16539,P15336,1,naive,naive
Q02750,Q16539,1,naive,naive
Q02750,P49841,1,naive,naive
P84022,Q06710,-1,naive,naive
P11802,Q13761,-1,naive/stim,naive/stim
Q16539,O75030,1,naive,naive
P28482,P06401,-1,naive,naive
Q7Z434,Q9UHD2,1,naive,naive
O95786,Q7Z434,1,naive,naive
P42229,Q9BZS1,1,naive,naive
Q16539,Q04206,1,naive,naive
Q9UHD2,Q04206,1,naive/stim,naive/stim
P49841,Q04206,1,naive/stim,naive/stim
Q9UHD2,Q04864,1,naive/stim,naive/stim
Q16539,P17275,1,naive,naive
P84022,P55317,-1,naive,naive
Q16539,Q15672,1,naive/stim,naive/stim
P09874,Q9UGL1,-1,naive/stim,naive/stim
Q16539,P41235,1,naive,naive
Q16539,Q02080,1,naive/stim,naive/stim
P28482,Q01860,-1,naive/stim,naive/stim
P28482,Q969V6,-1,naive,naive
Q92830,Q9HCE7,-1,naive,naive
Q04721,Q86Y01,1,naive,naive
Q13131,P41235,-1,naive,naive
P55317,O00712,1,naive,naive
P14859,Q5VTD9,1,naive,naive
P14859,Q15672,1,naive/stim,naive/stim
O43623,P11473,-1,naive,naive
P42229,P11309,1,naive,naive
Q5VWQ8,P37275,-1,naive,naive
Q06330,Q00653,1,naive/stim,naive/stim
Q15672,P10589,1,naive,naive
P15976,P31260,-1,naive,naive
P78396,P19544,-1,naive,naive
P27540,P24941,-1,naive,naive
P06239,P42224,1,naive,naive
P06239,P46531,1,naive/stim,naive/stim
P06239,P00519,1,naive/stim,naive/stim
P06239,Q04759,1,naive,naive
