Node1,Node2,Sign,network,network_no_sign
O60716,P63000,1,naive,naive
Q14164,Q9NQC7,-1,naive,naive
O15111,Q00653,1,naive,naive
P49116,O15111,1,naive,naive
O15111,P19838,1,naive,naive
O15111,Q9Y6Q9,1,naive,naive
P19793,P35222,-1,naive,naive
Q9UNE7,Q99717,-1,naive,naive
Q9BY44,P18848,1,naive,naive
Q13131,P08151,-1,naive/stim,naive/stim
P46937,P35222,1,naive,naive
P35222,Q9NQB0,1,naive/stim,naive/stim
P35222,P15172,1,naive,naive
P35222,O75030,1,naive/stim,naive/stim
P35222,P36402,1,naive/stim,naive/stim
P35222,P98177,1,naive,naive
P46937,Q15797,1,naive,naive
Q9UNE7,Q15797,-1,naive,naive
P25054,Q13363,1,naive,naive
Q13131,Q13363,-1,naive,naive
P42224,P27540,1,naive/stim,naive/stim
P27540,Q9H6Z9,1,naive/stim,naive/stim
P09874,P10244,1,naive,naive
P31946,P46937,-1,naive,naive
P46937,Q15561,1,naive,naive
P46937,P28347,1,naive,naive
Q13131,P49116,-1,naive,naive
P49715,P17947,1,naive/stim,naive/stim
Q14164,P98177,-1,naive/stim,naive/stim
P37231,P19838,-1,naive,naive
P19838,P05412,1,naive,naive
P09874,P19838,1,naive,naive
P19838,P01100,1,naive,naive
P49841,P25054,1,naive/stim,naive/stim
P48552,Q13285,-1,naive,naive
P06400,Q14209,-1,naive/stim,naive/stim
P05412,Q9NQB0,1,naive,naive
P84022,Q9NQB0,1,naive,naive
P24941,P15172,-1,naive,naive
P24941,P84022,-1,naive,naive
P24941,P98177,-1,naive,naive
P67775,Q9UQM7,1,naive,naive
P67775,O96017,1,naive,naive
P67775,P08047,1,naive,naive
P67775,P98177,1,naive,naive
P06400,P20226,-1,naive,naive
P49840,O75030,1,naive,naive
Q05655,P42224,1,naive/stim,naive/stim
P42224,P14316,1,naive/stim,naive/stim
Q15303,O75081,-1,naive,naive
P68400,P05412,-1,naive,naive
P05412,P17947,1,naive,naive
P05412,P01100,1,naive,naive
P05412,P15408,1,naive,naive
Q13547,P15172,-1,naive,naive
P11802,P15172,-1,naive,naive
Q06413,P15172,1,naive/stim,naive/stim
P42574,Q9BY44,-1,naive,naive
P42574,P09874,-1,naive,naive
P42574,Q02080,-1,naive,naive
Q13547,O60675,-1,naive,naive
Q13547,P84022,-1,naive,naive
Q13547,O43623,-1,naive,naive
P19174,Q9UQM7,1,naive/stim,naive/stim
P19174,P42229,1,naive/stim,naive/stim
Q9H6Z9,Q99814,1,naive/stim,naive/stim
P11021,P18850,-1,naive,naive
P68400,P08047,-1,naive,naive
P68400,Q14145,-1,naive/stim,naive/stim
P68400,Q13422,-1,naive,naive
P68400,Q01892,-1,naive,naive
Q02156,P15336,1,naive,naive
P11802,Q13761,-1,naive,naive
P06400,P17947,-1,naive,naive
P06400,P21675,-1,naive,naive
P08047,Q9UL17,1,naive,naive
Q04206,Q07869,-1,naive,naive
P22736,Q16665,1,naive,naive
P09874,Q16665,1,naive/stim,naive/stim
O96017,P40337,1,naive,naive
P84022,Q15329,1,naive/stim,naive/stim
P01137,P84022,1,naive,naive
P11802,P84022,-1,naive,naive
P98082,P84022,1,naive,naive
Q05513,P49841,-1,naive/stim,naive/stim
Q05655,Q13887,1,naive/stim,naive/stim
P49841,Q02156,1,naive,naive
Q5VWQ8,P49841,1,naive,naive
P49841,P33076,1,naive/stim,naive/stim
P31946,P98177,-1,naive,naive
P13385,P01137,-1,naive,naive
Q92786,P41235,-1,naive,naive
P11802,Q06413,-1,naive,naive
P98082,Q5VWQ8,1,naive,naive
Q13131,P41235,-1,naive/stim,naive/stim
P33076,P48382,1,naive/stim,naive/stim
P98177,P15172,1,naive/stim,naive/stim
P16220,O43623,-1,naive,naive
Q15672,P10242,-1,naive,naive
Q06413,P05412,1,naive,naive
P28347,P98177,1,naive,naive
Q13547,P49715,-1,naive,naive
P08151,P04198,1,naive/stim,naive/stim
P20749,P49711,-1,naive/stim,naive/stim
P25490,Q92826,-1,naive,naive
P31269,Q06413,-1,naive,naive
Q01860,Q99626,-1,naive,naive
Q01860,P26367,-1,naive,naive
P17947,Q01543,1,naive/stim,naive/stim
P17947,O00470,1,naive,naive
P40337,P98082,1,naive,naive
P48436,P49716,-1,naive/stim,naive/stim
P37231,P35222,-1,naive,naive
Q5VWQ8,P27348,-1,naive,naive
P27348,P46937,-1,naive,naive
P27348,P98177,-1,naive,naive
Q5VWQ8,P61981,-1,naive,naive
P61981,P46937,-1,naive/stim,naive/stim
P61981,P98177,-1,naive/stim,naive/stim
P17612,P36956,-1,stim,stim
P17612,Q13131,-1,stim,stim
P15336,P18847,1,stim,stim
O75460,P17861,1,stim,stim
Q02750,Q08050,1,stim,stim
Q15349,P18848,1,stim,stim
Q02750,Q15349,1,stim,stim
P04406,P14859,1,stim,stim
Q09472,O43524,-1,stim,stim
Q09472,P41182,-1,stim,stim
P49840,P35222,-1,stim,stim
P35222,Q9UJU2,1,stim,stim
P46531,P35222,-1,stim,stim
P35222,O43524,1,stim,stim
P35222,P15884,1,stim,stim
P05067,P04406,-1,stim,stim
P40763,Q16665,-1,stim,stim
O75925,Q13485,1,stim,stim
Q13485,Q9UJU2,1,stim,stim
Q13485,P15336,1,stim,stim
Q13485,Q16254,1,stim,stim
Q13485,Q14186,1,stim,stim
P23771,P49715,-1,stim,stim
Q01196,P49715,-1,stim,stim
Q14164,P42224,1,stim,stim
P21580,Q14164,-1,stim,stim
P11021,O75460,-1,stim,stim
P03372,Q16236,-1,stim,stim
P67775,P04049,1,stim,stim
P04049,P31947,1,stim,stim
P04049,Q02750,1,stim,stim
Q05513,P04049,-1,stim,stim
Q05655,P04049,1,stim,stim
O60674,P04049,1,stim,stim
Q13131,P04049,1,stim,stim
P52630,P42224,1,stim,stim
O60674,P52630,1,stim,stim
Q9Y618,P06401,-1,stim,stim
Q9Y618,Q92731,-1,stim,stim
P55210,P09874,-1,stim,stim
P55210,Q02080,-1,stim,stim
P67775,P06400,1,stim,stim
P67775,O43524,1,stim,stim
O60674,P67775,1,stim,stim
O60674,Q14765,1,stim,stim
O75925,O75626,1,stim,stim
Q13131,O75925,1,stim,stim
P28562,P53778,-1,stim,stim
P42226,P42224,-1,stim,stim
P00519,P42224,1,stim,stim
O60674,P42224,1,stim,stim
Q9UJU2,O75030,1,stim,stim
P36402,Q9UJU2,1,stim,stim
Q9UJU2,Q04724,1,stim,stim
P00519,Q13535,1,stim,stim
Q13535,Q03164,1,stim,stim
Q13535,P23025,1,stim,stim
O75444,Q16236,1,stim,stim
P26367,O75444,1,stim,stim
P23771,Q9UL17,-1,stim,stim
P68400,P61244,-1,stim,stim
P61244,Q99583,1,stim,stim
Q9UQM7,P14921,-1,stim,stim
P68400,Q16236,-1,stim,stim
P49841,P20749,1,stim,stim
P06400,P15336,1,stim,stim
P53778,P15336,1,stim,stim
Q05655,Q02750,1,stim,stim
Q02750,P49841,1,stim,stim
Q02750,P19419,1,stim,stim
P27694,Q9BX63,1,stim,stim
P23025,P27694,1,stim,stim
P06400,Q16665,1,stim,stim
P06400,Q02447,1,stim,stim
Q9UBK2,O43524,-1,stim,stim
P00519,P17676,1,stim,stim
P49841,P17676,1,stim,stim
P17676,Q16254,1,stim,stim
P84022,P26367,-1,stim,stim
P00519,Q05655,1,stim,stim
P00519,O60674,1,stim,stim
Q4KMG0,P00519,1,stim,stim
Q05655,P26010,1,stim,stim
P26367,P19022,1,stim,stim
P19022,Q4KMG0,1,stim,stim
P15036,P14921,1,stim,stim
P26010,P41240,1,stim,stim
O00257,O60315,-1,stim,stim
P33076,O14593,1,stim,stim
O00712,P08651,-1,stim,stim
P35222,Q9Y261,1,stim,stim
P14859,Q15672,1,stim,stim
Q9UJU2,P49715,1,stim,stim
Q92826,P15884,-1,stim,stim
P11308,Q15910,1,stim,stim
O00712,Q15910,-1,stim,stim
Q01543,P11308,1,stim,stim
Q15672,P10589,1,stim,stim
P17612,P08151,1,stim,stim
P17612,P19838,1,stim,stim
P17612,Q9Y6Q9,1,stim,stim
P17612,P03372,1,stim,stim
P17612,P13631,1,stim,stim
P17612,Q12809,1,stim,stim
P17612,P50549,1,stim,stim
Q96J02,P46531,1,stim,stim
Q96J02,P21580,1,stim,stim
P41240,Q96J02,-1,stim,stim
O15350,P55212,1,stim,stim
P55212,P05067,1,stim,stim
P55212,P05549,1,stim,stim
P46937,O15350,1,stim,stim
P12643,Q99717,1,stim,stim
Q09472,P40763,1,stim,stim
Q09472,P28562,1,stim,stim
Q09472,P15172,1,stim,stim
Q09472,P42229,1,stim,stim
Q13131,Q09472,-1,stim,stim
Q09472,Q06413,1,stim,stim
P10070,P08151,1,stim,stim
Q15788,P51692,1,stim,stim
P40763,O43474,1,stim,stim
P40763,P18146,1,stim,stim
Q15788,P40763,1,stim,stim
P84022,P40763,1,stim,stim
O00716,P10244,1,stim,stim
Q16254,P10244,-1,stim,stim
P31947,P46937,-1,stim,stim
P46937,Q15562,1,stim,stim
Q9Y261,P32243,-1,stim,stim
P19838,Q9Y618,1,stim,stim
P46531,P19838,1,stim,stim
Q05513,P19838,1,stim,stim
P06400,P25490,-1,stim,stim
Q15788,P03372,1,stim,stim
P03372,P23771,1,stim,stim
Q9UBK2,P03372,1,stim,stim
Q13887,P03372,-1,stim,stim
P03372,P55317,1,stim,stim
P23246,Q15233,1,stim,stim
P06400,O00716,-1,stim,stim
Q9Y618,Q96T58,1,stim,stim
Q96T58,O75376,1,stim,stim
P06400,P55210,-1,stim,stim
Q05513,P49840,1,stim,stim
Q05655,P49840,-1,stim,stim
P18146,P28562,1,stim,stim
P31947,P98177,-1,stim,stim
P46531,P48431,1,stim,stim
Q15788,P42229,1,stim,stim
Q15788,Q13133,1,stim,stim
Q02078,P15172,1,stim,stim
P00519,P15172,-1,stim,stim
P42226,P23771,1,stim,stim
P84022,P23771,1,stim,stim
Q05513,P42226,1,stim,stim
P04150,P42229,1,stim,stim
P22736,P04150,1,stim,stim
P04150,P84022,1,stim,stim
P00519,P19174,-1,stim,stim
P68400,O95644,1,stim,stim
P68400,P56270,1,stim,stim
Q02750,P17542,-1,stim,stim
P84022,P46531,1,stim,stim
Q13469,Q02078,1,stim,stim
P49841,P23246,-1,stim,stim
Q05513,P08047,1,stim,stim
Q05513,Q13469,1,stim,stim
Q05513,O95644,1,stim,stim
P41182,P17535,-1,stim,stim
Q04724,Q01196,-1,stim,stim
Q01196,Q03014,1,stim,stim
P49841,Q13469,-1,stim,stim
P49841,O95644,-1,stim,stim
Q9UGL1,O00257,1,stim,stim
P28702,Q13133,1,stim,stim
P13631,P28702,1,stim,stim
P28702,P55055,1,stim,stim
Q13469,Q13422,1,stim,stim
P55317,O00712,1,stim,stim
P17542,Q06413,1,stim,stim
Q15910,Q92826,-1,stim,stim
Q15910,O43623,-1,stim,stim
P46531,Q99081,1,stim,stim
P42226,Q9UBK2,1,stim,stim
P04150,Q15788,1,stim,stim
P46531,Q00653,1,stim,stim
P42226,O43474,1,stim,stim
P10070,P12643,1,stim,stim
P04049,P61981,1,stim,stim
P49768,P35222,-1,stim,stim
P49768,O75460,-1,stim,stim
Q9UHD2,Q04864,1,stim,stim
Q9UHD2,P62258,1,stim,stim
Q9Y2E6,Q9UHD2,-1,stim,stim
P62258,P46937,-1,stim,stim
P49768,P46531,1,stim,stim
Q05513,P49768,1,stim,stim
P49841,P49768,-1,stim,stim
P46531,Q9Y2E6,1,stim,stim
P62258,P98177,-1,stim,stim
P17612,P10071,-1,stim,stim
P27540,Q9GZT9,1,stim,stim
Q9GZT9,Q99814,1,stim,stim
Q9GZT9,Q16665,1,stim,stim
P10071,P04198,-1,stim,stim
