Node1,Node2,Sign,network,network_no_sign
P12931,P60953,1,naive,naive
Q99835,P12931,1,naive,naive
P12931,O60674,1,naive,naive
Q96EB6,Q92993,-1,naive,naive
P29590,Q92993,1,naive,naive
Q92993,Q9BZS1,1,naive,naive
P12757,Q99717,-1,naive,naive
Q15349,P18848,1,naive/stim,naive/stim
Q15349,P50549,1,naive,naive
Q96EB6,P29590,-1,naive,naive
Q96EB6,Q01201,-1,naive,naive
Q96EB6,Q16236,-1,naive,naive
Q13131,P14859,-1,naive,naive
P49841,O00327,-1,naive,naive
P35222,P48431,-1,naive/stim,naive/stim
P09874,P10244,1,naive,naive
P29590,P46937,1,naive,naive
P46937,Q15562,1,naive/stim,naive/stim
P46937,Q15561,1,naive,naive
Q13131,P49116,-1,naive,naive
P20749,P19838,1,naive/stim,naive/stim
Q05513,P19838,1,naive,naive
P09874,P19838,1,naive/stim,naive/stim
P23246,Q15233,1,naive,naive
O60674,P52630,1,naive/stim,naive/stim
Q05513,Q15831,1,naive,naive
P28482,Q15831,-1,naive,naive
Q15831,P43268,1,naive,naive
P29350,Q12809,-1,naive/stim,naive/stim
P67775,Q12778,1,naive,naive
P67775,Q9UQM7,1,naive,naive
P67775,P06400,1,naive,naive
O60674,P67775,1,naive/stim,naive/stim
O00141,Q12778,-1,naive,naive
P17676,Q12778,1,naive,naive
P28482,Q12778,-1,naive,naive
P41235,Q12778,1,naive,naive
Q15303,O75081,-1,naive/stim,naive/stim
Q9UJU2,O75030,1,naive,naive
O00141,Q99835,-1,naive,naive
P60953,Q05513,1,naive,naive
P60953,Q9NPB6,1,naive,naive
P45984,P17275,-1,naive,naive
Q15759,Q16236,-1,naive/stim,naive/stim
P06400,Q02447,1,naive,naive
Q13131,P06400,-1,naive,naive
Q14186,P06400,1,naive,naive
P22736,P24468,1,naive,naive
P49841,P23246,-1,naive,naive
P17676,Q16254,1,naive,naive
P49841,Q16236,-1,naive/stim,naive/stim
P49841,Q13887,-1,naive/stim,naive/stim
P49841,Q14494,-1,naive/stim,naive/stim
P13385,P01137,-1,naive,naive
P28482,P17480,-1,naive,naive
Q9NPB6,Q9HCE7,1,naive,naive
Q13131,P41235,-1,naive,naive
P33076,O14593,1,naive/stim,naive/stim
Q01860,Q9Y261,-1,naive,naive
P14859,Q5VTD9,1,naive,naive
P14859,O43623,1,naive/stim,naive/stim
Q01860,Q92908,-1,naive,naive
Q01860,O95936,-1,naive,naive
Q9Y6K1,O00470,-1,naive/stim,naive/stim
Q14186,P10244,1,naive,naive
O75376,O43623,-1,naive,naive
O43318,P46734,1,naive,naive
P67775,O43318,-1,naive,naive
O43318,Q13131,1,naive,naive
Q15349,P49841,-1,naive,naive
Q96EB6,O75376,1,naive,naive
Q96EB6,Q9UBK2,1,naive,naive
Q96EB6,O43524,1,naive,naive
Q96EB6,P98177,1,naive,naive
P42229,Q9Y6K1,1,naive,naive
Q15303,P51692,1,naive,naive
P35222,Q9NQB0,1,naive,naive
P35222,P15172,1,naive,naive
P45984,P35222,1,naive,naive
Q13153,P35222,1,naive,naive
P35222,P36402,1,naive/stim,naive/stim
P35222,O43524,1,naive,naive
P35222,P98177,1,naive,naive
P35222,Q9HCS4,1,naive,naive
Q9UQF2,Q06330,-1,naive,naive
Q00653,Q13114,1,naive/stim,naive/stim
P46734,Q15759,1,naive,naive
Q13153,P46734,1,naive,naive
Q15797,Q13485,1,naive/stim,naive/stim
Q9HCE7,Q15797,-1,naive,naive
Q13485,P49711,1,naive,naive
Q13485,Q02078,1,naive/stim,naive/stim
Q13485,Q15329,1,naive/stim,naive/stim
Q9HCE7,Q13485,-1,naive,naive
P49715,P22415,1,naive,naive
Q9Y261,P32243,-1,naive/stim,naive/stim
P08047,P36956,1,naive,naive
P28482,P36956,1,naive,naive
P06400,O00716,-1,naive,naive
P06400,Q14209,-1,naive/stim,naive/stim
Q15831,Q13153,-1,naive,naive
P28482,P24941,1,naive/stim,naive/stim
P67775,Q13153,-1,naive,naive
P67775,Q04206,-1,naive/stim,naive/stim
P67775,P28482,-1,naive/stim,naive/stim
P67775,P32519,-1,naive/stim,naive/stim
Q04206,P18146,1,naive,naive
Q04206,Q14653,1,naive,naive
Q9UHD2,Q14653,1,naive,naive
P49137,Q00613,1,naive,naive
O75081,P17542,-1,naive/stim,naive/stim
Q15596,P10276,1,naive,naive
P28482,P10276,1,naive,naive
Q02078,P15172,1,naive/stim,naive/stim
P24468,P15172,-1,naive,naive
Q06413,P15172,1,naive/stim,naive/stim
Q06330,P23759,1,naive/stim,naive/stim
P05231,O00141,1,naive,naive
P26367,O75444,1,naive,naive
P60953,P49841,-1,naive,naive
Q9UQM7,P14921,-1,naive,naive
Q9UQM7,P15036,-1,naive,naive
Q9UHD2,P42226,1,naive,naive
P45984,O43524,1,naive,naive
P45984,P17535,1,naive,naive
P45984,P98177,1,naive,naive
P45984,P19419,1,naive,naive
Q15759,P22415,1,naive,naive
Q15759,Q9UBK2,1,naive,naive
Q15759,Q02078,1,naive,naive
Q15759,O60381,1,naive/stim,naive/stim
Q15759,P19419,1,naive,naive
Q15759,Q06413,1,naive,naive
Q05513,P55211,-1,naive,naive
P10914,Q9BX63,1,naive/stim,naive/stim
P01137,Q06710,-1,naive,naive
P06400,P21675,-1,naive/stim,naive/stim
P28482,Q13153,1,naive,naive
Q13153,P78545,1,naive/stim,naive/stim
Q13131,Q9UBK2,1,naive,naive
Q9UBK2,P11474,1,naive/stim,naive/stim
Q15303,P42229,1,naive/stim,naive/stim
P28482,P42229,1,naive/stim,naive/stim
Q9UHD2,Q04206,1,naive,naive
P49841,Q04206,1,naive/stim,naive/stim
Q04206,P08047,1,naive,naive
P28482,Q04206,1,naive/stim,naive/stim
P28482,Q16665,1,naive/stim,naive/stim
Q9UHD2,Q04864,1,naive,naive
P28482,P49137,1,naive,naive
Q03164,P31269,1,naive,naive
Q05513,P49841,-1,naive,naive
Q03164,Q01196,1,naive/stim,naive/stim
P23759,Q03164,1,naive/stim,naive/stim
P09874,Q9UGL1,-1,naive/stim,naive/stim
Q13114,Q9UHD2,1,naive,naive
Q9BZS1,P51449,-1,naive,naive
P28482,Q12772,1,naive,naive
Q13131,O43524,1,naive,naive
P15514,Q15303,1,naive,naive
P41182,P17535,-1,naive/stim,naive/stim
P28482,P17535,1,naive,naive
P28482,Q01196,1,naive,naive
Q01196,Q03014,1,naive,naive
P28482,P08047,1,naive,naive
Q01664,P08047,1,naive,naive
Q13131,P98177,1,naive,naive
P28482,P14921,1,naive,naive
P28482,P19419,1,naive,naive
P28482,Q02080,1,naive/stim,naive/stim
P28482,Q8NHW3,1,naive/stim,naive/stim
Q9HCE7,P12757,-1,naive,naive
P15036,P14921,1,naive,naive
Q9NPG1,P09341,1,naive,naive
Q13131,Q6N021,1,naive,naive
P78545,Q9NZC4,1,naive/stim,naive/stim
Q6N021,P19544,1,naive,naive
P23759,P15172,1,naive/stim,naive/stim
O43524,P15172,1,naive,naive
P98177,P15172,1,naive/stim,naive/stim
P19838,P49711,-1,naive,naive
P17542,Q06413,1,naive,naive
P17542,P11308,1,naive,naive
P20749,P49711,-1,naive,naive
P25490,Q92826,-1,naive,naive
Q5VTD9,Q06413,-1,naive,naive
Q01860,P13385,1,naive,naive
P37275,Q6ISB3,-1,naive,naive
Q06330,Q00653,1,naive/stim,naive/stim
P42226,Q9UBK2,1,naive/stim,naive/stim
P19544,P15514,1,naive,naive
P28482,P48436,1,naive,naive
Q16552,P57682,1,naive,naive
Q12968,P05231,1,naive/stim,naive/stim
P01137,P26367,-1,naive,naive
P01137,Q01664,-1,naive,naive
P19544,Q9Y6K1,1,naive,naive
P42226,O43474,1,naive,naive
P31269,P04198,1,naive,naive
Q8NHW3,P52945,1,naive/stim,naive/stim
P09341,P10070,1,naive,naive
P51449,Q16552,1,naive,naive
P12931,P51812,1,naive,naive
P27361,P51812,1,naive,naive
P51812,P18848,1,naive,naive
