Node1,Node2,Sign,network,network_no_sign
O00141,P28482,-1,naive,naive
O00141,Q99759,-1,naive,naive
Q01105,P62714,-1,naive,naive
O15054,Q15306,1,naive,naive
P42226,O15054,1,naive,naive
P98082,Q15796,1,naive,naive
Q92997,P49674,1,naive,naive
P49674,P15923,1,naive,naive
P98082,Q92997,1,naive,naive
P05129,P98082,1,naive,naive
O15530,O00141,1,naive,naive
P68400,Q01105,-1,naive,naive
P98082,P84022,1,naive,naive
P62714,P32519,-1,naive,naive
P51812,P49841,-1,naive,naive
Q05655,Q09472,-1,naive,naive
Q05655,P78527,-1,naive,naive
P27361,P51812,1,naive/stim,naive/stim
P51812,P18848,1,naive,naive
O15530,P51812,1,naive,naive
P51812,P50549,1,naive/stim,naive/stim
Q05655,P40763,1,naive,naive
O15530,Q05655,1,naive,naive
P42336,Q05655,1,naive,naive
Q05655,Q13887,1,naive,naive
Q04917,P46937,-1,naive,naive
Q09472,P39748,-1,naive,naive
Q8IUC6,Q14653,1,naive,naive
O15530,Q04917,1,naive,naive
P27694,P39748,1,naive,naive
P39748,P27695,1,naive,naive
P42336,Q8IUC6,1,naive,naive
O95999,O15111,1,naive,naive
P20749,O95999,-1,naive,naive
Q03164,P42773,1,naive,naive
O95999,Q04206,1,naive,naive
P42773,P11802,-1,naive,naive
P06239,Q9BZS1,-1,stim,stim
P15336,P18847,1,stim,stim
O15111,Q12778,-1,stim,stim
O15111,Q01201,-1,stim,stim
P67775,Q9Y243,-1,stim,stim
Q9Y243,Q15672,1,stim,stim
Q13131,P14859,-1,stim,stim
P67775,P27361,-1,stim,stim
P27361,Q15788,1,stim,stim
P27361,P15336,1,stim,stim
P27361,P23443,1,stim,stim
P27361,Q15672,1,stim,stim
Q16539,P27361,-1,stim,stim
P01137,Q15796,1,stim,stim
Q15796,Q16254,1,stim,stim
Q13547,Q13363,1,stim,stim
Q13131,Q13363,-1,stim,stim
Q13363,O60315,1,stim,stim
P31749,P46937,-1,stim,stim
Q13131,P49116,-1,stim,stim
P61244,P49715,-1,stim,stim
P49715,P22415,1,stim,stim
P16220,Q12778,-1,stim,stim
P16220,O43524,-1,stim,stim
O14920,Q12778,-1,stim,stim
O14920,O43524,-1,stim,stim
Q96GD4,P25490,1,stim,stim
O60674,P52630,1,stim,stim
P24941,Q12778,-1,stim,stim
P67775,P23443,-1,stim,stim
P67775,P32519,-1,stim,stim
P04637,P10275,-1,stim,stim
Q16539,P30279,-1,stim,stim
O60674,Q14765,1,stim,stim
P31749,Q12778,-1,stim,stim
P09874,Q12778,-1,stim,stim
Q07869,Q12778,-1,stim,stim
P28482,Q12778,-1,stim,stim
P49840,Q92908,-1,stim,stim
P18146,P10275,-1,stim,stim
O75925,P48436,1,stim,stim
O75925,O75626,1,stim,stim
O15169,O75925,-1,stim,stim
Q15788,P11473,1,stim,stim
P10275,P25116,1,stim,stim
Q9UER7,P10275,-1,stim,stim
P31749,P22736,-1,stim,stim
P31749,O43524,-1,stim,stim
P31749,P49841,-1,stim,stim
P20749,Q13547,1,stim,stim
P09874,Q96GD4,-1,stim,stim
P19174,Q9UQM7,1,stim,stim
O60674,P19174,1,stim,stim
O15524,O60674,-1,stim,stim
P68400,Q13422,-1,stim,stim
P49841,P20749,1,stim,stim
P23443,Q03060,1,stim,stim
Q9UER7,P01137,-1,stim,stim
P16220,O43623,-1,stim,stim
P14859,Q5VTD9,1,stim,stim
P14859,Q15672,1,stim,stim
P14859,O43623,1,stim,stim
P28347,O43524,1,stim,stim
Q15672,P10589,1,stim,stim
P25116,Q99612,1,stim,stim
P27361,P48436,1,stim,stim
Q92826,P10275,-1,stim,stim
Q15672,O43623,1,stim,stim
Q96J02,P46531,1,stim,stim
P06239,P40763,1,stim,stim
P06239,P46531,1,stim,stim
P06239,P42229,1,stim,stim
P06239,Q16539,1,stim,stim
Q14289,P06239,1,stim,stim
Q00535,P40763,1,stim,stim
Q00535,P49768,1,stim,stim
Q16623,Q00535,1,stim,stim
Q00535,P04637,1,stim,stim
Q00535,O15516,1,stim,stim
O15111,Q9Y6Q9,1,stim,stim
P31749,O15111,1,stim,stim
P46531,O15111,1,stim,stim
P51812,Q15831,-1,stim,stim
P51812,P49840,-1,stim,stim
P51812,O75030,-1,stim,stim
Q9Y243,O75376,-1,stim,stim
Q9Y243,P10276,-1,stim,stim
Q9Y243,O14757,-1,stim,stim
Q9Y243,Q9UBK2,-1,stim,stim
Q9Y243,P98177,-1,stim,stim
Q9Y243,P17542,-1,stim,stim
Q9Y243,P23769,-1,stim,stim
P04198,P04637,1,stim,stim
Q92831,O15350,1,stim,stim
P04637,O15350,1,stim,stim
O14757,O15350,1,stim,stim
Q99717,Q13485,1,stim,stim
P12643,Q99717,1,stim,stim
P27361,Q15831,-1,stim,stim
P27361,P10242,-1,stim,stim
P27361,Q13153,-1,stim,stim
P27361,P98177,-1,stim,stim
P27361,O95644,-1,stim,stim
P16871,P51692,1,stim,stim
Q16656,P05198,1,stim,stim
P31749,Q16656,1,stim,stim
Q15717,P35225,1,stim,stim
Q15717,P04637,1,stim,stim
Q16539,Q15717,1,stim,stim
Q15717,P01100,1,stim,stim
Q15717,P78396,1,stim,stim
P40763,O43474,1,stim,stim
P40763,P18146,1,stim,stim
P28482,P40763,1,stim,stim
Q14289,P40763,1,stim,stim
Q15797,Q13485,1,stim,stim
P46531,Q15797,1,stim,stim
P12643,Q15797,1,stim,stim
Q13363,Q9NQB0,-1,stim,stim
Q13485,P16220,1,stim,stim
Q13485,Q9UJU2,1,stim,stim
Q13485,P18846,1,stim,stim
Q13485,Q02078,1,stim,stim
Q13485,P01100,1,stim,stim
Q13485,Q15329,1,stim,stim
Q13485,Q14186,1,stim,stim
P31749,P27540,1,stim,stim
P27540,Q9H6Z9,1,stim,stim
P27540,P35869,1,stim,stim
P16220,P04637,1,stim,stim
P49840,P16220,1,stim,stim
P31749,P16220,1,stim,stim
Q16539,P16220,1,stim,stim
P49841,P16220,-1,stim,stim
P16220,P21675,1,stim,stim
P28482,P16220,1,stim,stim
Q03060,P16220,-1,stim,stim
Q9Y261,P32243,-1,stim,stim
O14920,Q9Y6Q9,1,stim,stim
O14920,Q14653,1,stim,stim
P31749,O14920,1,stim,stim
P19838,Q9Y618,1,stim,stim
P46531,P19838,1,stim,stim
P09874,P19838,1,stim,stim
P19838,P01100,1,stim,stim
Q92831,P04637,1,stim,stim
Q92831,P15172,1,stim,stim
Q92831,Q06330,1,stim,stim
Q92831,P10914,1,stim,stim
Q92831,P46531,1,stim,stim
Q92831,Q06413,1,stim,stim
Q92831,P33076,1,stim,stim
P25490,P46531,-1,stim,stim
Q16539,Q9Y6Q9,1,stim,stim
P49841,P36956,-1,stim,stim
P08047,P36956,1,stim,stim
P28482,P36956,1,stim,stim
O14757,O00716,1,stim,stim
P49841,P10070,-1,stim,stim
P35225,P42226,1,stim,stim
Q12778,Q9Y618,-1,stim,stim
Q06330,Q9Y618,1,stim,stim
Q9UQM7,Q9Y618,-1,stim,stim
Q07869,Q9Y618,1,stim,stim
Q14186,Q14209,1,stim,stim
Q15831,P04637,1,stim,stim
Q15831,Q13131,1,stim,stim
P49768,P46531,1,stim,stim
P24941,P04637,1,stim,stim
P31749,P24941,1,stim,stim
P24941,Q14207,1,stim,stim
P24941,O14757,1,stim,stim
P67775,O15169,1,stim,stim
P67775,P08047,1,stim,stim
P68400,Q16623,1,stim,stim
P04637,O43474,1,stim,stim
P18146,P04637,1,stim,stim
Q13547,P04637,-1,stim,stim
Q96GD4,P04637,-1,stim,stim
P45984,P04637,1,stim,stim
P68400,P04637,1,stim,stim
O14757,P04637,1,stim,stim
P04637,Q99856,1,stim,stim
Q16665,P04637,1,stim,stim
P22736,P04637,-1,stim,stim
O15169,P04637,1,stim,stim
Q16539,P04637,1,stim,stim
P28482,P04637,1,stim,stim
Q9UER7,P04637,1,stim,stim
Q13131,P04637,1,stim,stim
P19544,P04637,-1,stim,stim
P49840,O15169,1,stim,stim
Q14653,P01574,1,stim,stim
P46531,P48431,1,stim,stim
P68400,Q9UJU2,1,stim,stim
P46531,Q9UJU2,1,stim,stim
P28482,P10276,1,stim,stim
Q13547,P15172,-1,stim,stim
Q02078,P15172,1,stim,stim
Q06413,P15172,1,stim,stim
P68400,P31749,1,stim,stim
P31749,Q13153,1,stim,stim
P42336,P31749,1,stim,stim
P10242,P23771,1,stim,stim
Q13547,Q06330,-1,stim,stim
P46531,Q06330,1,stim,stim
O75444,Q16236,1,stim,stim
Q14207,Q9BQA5,1,stim,stim
Q13547,O60675,-1,stim,stim
Q13547,Q16236,-1,stim,stim
Q13547,Q13351,-1,stim,stim
Q9UQM7,P15036,-1,stim,stim
P68400,P45984,1,stim,stim
P45984,P17535,1,stim,stim
Q9H6Z9,Q99814,1,stim,stim
P68400,Q8TAQ2,1,stim,stim
P68400,Q9UER7,1,stim,stim
P68400,O95644,1,stim,stim
P68400,P56270,1,stim,stim
P68400,P05549,1,stim,stim
P10914,Q9BX63,1,stim,stim
P46531,Q16665,1,stim,stim
P28482,O75030,1,stim,stim
P01574,P48551,1,stim,stim
P28482,Q13153,1,stim,stim
Q9UBK2,Q07869,1,stim,stim
Q16539,Q9UBK2,1,stim,stim
Q13131,Q9UBK2,1,stim,stim
Q16539,Q02078,1,stim,stim
P11802,Q02078,-1,stim,stim
P08047,Q9UL17,1,stim,stim
P16871,P42229,1,stim,stim
P28482,P42229,1,stim,stim
P28482,Q16665,1,stim,stim
P49841,P23246,-1,stim,stim
Q16539,O60381,1,stim,stim
P28482,P09874,1,stim,stim
Q9BZS1,P51449,-1,stim,stim
P28482,Q12772,1,stim,stim
P28482,Q07869,1,stim,stim
Q16539,P01100,1,stim,stim
Q16539,P28482,1,stim,stim
Q16539,Q06413,1,stim,stim
P28482,P01100,1,stim,stim
P19419,P01100,1,stim,stim
P42336,Q14289,1,stim,stim
P28482,P08047,1,stim,stim
Q01664,P08047,1,stim,stim
Q13131,P98177,1,stim,stim
P01137,P12643,-1,stim,stim
P28482,P19419,1,stim,stim
P28482,P23769,1,stim,stim
P28482,Q02080,1,stim,stim
P28482,Q8NHW3,1,stim,stim
P11802,Q06413,-1,stim,stim
P48551,Q00978,1,stim,stim
P23771,P11308,1,stim,stim
P16220,P15172,1,stim,stim
P98177,P15172,1,stim,stim
Q15672,P10242,-1,stim,stim
P17542,Q06413,1,stim,stim
P17542,P11308,1,stim,stim
P25490,Q92826,-1,stim,stim
Q5VTD9,Q06413,-1,stim,stim
P10914,O15524,1,stim,stim
O75626,P33076,-1,stim,stim
P46531,Q99081,1,stim,stim
P46531,P16871,1,stim,stim
P05198,P18848,1,stim,stim
Q16552,P57682,1,stim,stim
P01137,P26367,-1,stim,stim
P01137,Q01664,-1,stim,stim
P42226,Q07869,1,stim,stim
Q8NHW3,P52945,1,stim,stim
P10070,P12643,1,stim,stim
P51449,Q16552,1,stim,stim
