Node1,Node2,Sign,network,network_no_sign
P49840,P23246,-1,naive,naive
P45983,Q14653,1,naive,naive
Q9UHD2,Q14653,1,naive,naive
P42224,Q16665,-1,naive,naive
Q15788,P42229,1,naive,naive
Q969H0,Q9H3D4,-1,naive,naive
P10275,O43524,-1,naive/stim,naive/stim
Q13547,Q06330,-1,naive/stim,naive/stim
Q06330,P52657,1,naive,naive
P45983,P45984,1,naive,naive
P45983,P15336,1,naive,naive
P45983,P42229,1,naive,naive
P45983,Q15672,1,naive,naive
P45983,O43524,1,naive,naive
P45983,P17535,1,naive,naive
P45983,P08047,1,naive,naive
P28482,P45983,-1,naive,naive
P45983,P17544,1,naive,naive
Q9BY84,P45983,-1,naive,naive
P45983,P41235,1,naive,naive
P45983,P19419,1,naive,naive
O00141,O43524,-1,naive,naive
Q13535,Q8TAQ2,1,naive/stim,naive/stim
Q13535,P08047,1,naive/stim,naive/stim
P41182,Q13535,-1,naive,naive
O75444,Q16236,1,naive,naive
P26367,O75444,1,naive/stim,naive/stim
P42226,P23771,1,naive/stim,naive/stim
P36402,P11831,1,naive/stim,naive/stim
Q13547,O60675,-1,naive,naive
Q13547,Q16236,-1,naive,naive
Q13547,O43623,-1,naive,naive
Q9UQM7,P15036,-1,naive/stim,naive/stim
Q9UHD2,P42226,1,naive,naive
P45984,P15336,1,naive,naive
P45984,O43524,1,naive,naive
P45984,P17535,1,naive,naive
Q9BY84,P45984,-1,naive,naive
P45984,P19419,1,naive,naive
Q15759,P22415,1,naive,naive
P68400,Q08945,-1,naive/stim,naive/stim
P68400,Q16236,-1,naive,naive
P68400,P08047,-1,naive/stim,naive/stim
Q15759,P15336,1,naive,naive
P06400,P15336,1,naive,naive
Q15759,P15923,1,naive,naive
Q15759,Q02078,1,naive,naive
Q15759,Q15672,1,naive,naive
Q15759,O60381,1,naive,naive
Q9BY84,Q15759,-1,naive,naive
Q15759,P41235,1,naive,naive
Q15759,P19419,1,naive,naive
P84022,Q06710,-1,naive,naive
P06400,Q16665,1,naive,naive
P06400,P08047,1,naive,naive
Q13131,P06400,-1,naive,naive
Q969H0,Q5VWQ8,-1,naive,naive
P09874,Q16665,1,naive,naive
Q9UHD2,Q04864,1,naive,naive
P84022,P26367,-1,naive/stim,naive/stim
P84022,P55317,-1,naive,naive
O14744,P31269,1,naive,naive
Q05513,P49841,-1,naive,naive
Q13114,Q9UHD2,1,naive,naive
Q9BZS1,P51449,-1,naive,naive
P28482,O43524,-1,naive/stim,naive/stim
P41182,P17535,-1,naive,naive
P23769,P17947,-1,naive/stim,naive/stim
Q01196,Q03014,1,naive,naive
O60674,O14744,-1,naive,naive
Q5VWQ8,P49841,1,naive,naive
P07900,P35869,1,naive,naive
P28482,Q01860,-1,naive/stim,naive/stim
P28482,P17480,-1,naive/stim,naive/stim
Q86Y01,P50553,-1,naive,naive
Q13131,P41235,-1,naive/stim,naive/stim
O00257,O60315,-1,naive/stim,naive/stim
P55317,O00712,1,naive,naive
P35222,Q9Y261,1,naive,naive
P14859,Q15672,1,naive,naive
P14859,O43623,1,naive,naive
Q13547,P49715,-1,naive/stim,naive/stim
P78347,P11021,1,naive,naive
Q15910,Q92826,-1,naive/stim,naive/stim
Q15910,Q15672,-1,naive,naive
Q15910,O43623,-1,naive,naive
Q06330,Q00653,1,naive,naive
Q16552,P57682,1,naive,naive
P42226,O43474,1,naive,naive
Q15672,O43623,1,naive/stim,naive/stim
O75376,O43623,-1,naive,naive
P51449,Q16552,1,naive,naive
Q15349,O75030,-1,naive,naive
P45983,Q13469,-1,naive,naive
P45984,Q13469,-1,naive,naive
Q05513,Q13469,1,naive,naive
Q13469,Q13422,1,naive,naive
P27361,Q15349,1,naive,naive
Q15349,P18848,1,naive,naive
Q15349,P50549,1,naive,naive
P12931,P41235,-1,stim,stim
P52333,P06239,-1,stim,stim
P06239,Q04759,1,stim,stim
Q14289,P06239,1,stim,stim
P28482,P51812,1,stim,stim
P27361,P49841,-1,stim,stim
P04637,Q00653,1,stim,stim
Q00653,Q01201,1,stim,stim
P20749,Q00653,1,stim,stim
P27540,P35869,1,stim,stim
P10244,P06493,1,stim,stim
Q9H2X6,Q9UJU2,-1,stim,stim
P06493,P36956,1,stim,stim
P28482,P36956,1,stim,stim
O14543,Q14186,-1,stim,stim
Q06124,Q14289,-1,stim,stim
P06493,P04637,1,stim,stim
Q15831,Q13153,-1,stim,stim
P04637,O43474,1,stim,stim
P68400,P04637,1,stim,stim
Q16665,P04637,1,stim,stim
P01137,P04637,1,stim,stim
P28482,P04637,1,stim,stim
P04637,O14503,1,stim,stim
Q04759,Q00613,1,stim,stim
P28482,Q15788,1,stim,stim
Q15788,Q13133,1,stim,stim
P68400,Q9UJU2,1,stim,stim
P10275,P25116,1,stim,stim
P35869,P10275,1,stim,stim
P61244,Q99583,1,stim,stim
P20749,Q13547,1,stim,stim
Q9UQM7,P14921,-1,stim,stim
P68400,Q15672,1,stim,stim
P68400,P05549,1,stim,stim
P49841,P20749,1,stim,stim
P28482,P15336,1,stim,stim
P11802,Q13761,-1,stim,stim
P28482,P15923,1,stim,stim
P28482,Q06546,1,stim,stim
P11802,Q02078,-1,stim,stim
P22736,Q16665,1,stim,stim
P28482,Q16665,1,stim,stim
P28482,Q15672,1,stim,stim
P28482,P17535,1,stim,stim
Q14289,P49841,1,stim,stim
P49841,P33076,1,stim,stim
Q04759,P28482,1,stim,stim
P28482,P14921,1,stim,stim
P28482,Q8NHW3,1,stim,stim
P11802,Q06413,-1,stim,stim
P15036,P14921,1,stim,stim
P62714,P32519,-1,stim,stim
P33076,O14593,1,stim,stim
Q01860,Q9Y261,-1,stim,stim
P16220,O43623,-1,stim,stim
P19838,P49711,-1,stim,stim
P42229,Q06413,-1,stim,stim
Q5VTD9,Q06413,-1,stim,stim
P04198,Q06413,-1,stim,stim
Q01860,P26367,-1,stim,stim
P25116,P15407,1,stim,stim
Q15672,P10589,1,stim,stim
P25116,Q99612,1,stim,stim
Q14186,P10244,1,stim,stim
Q14186,P06493,1,stim,stim
Q8NHW3,P52945,1,stim,stim
P12931,P51692,1,stim,stim
Q06124,P12931,1,stim,stim
P12931,P42229,1,stim,stim
P12931,P00519,1,stim,stim
P12931,P37173,1,stim,stim
P51812,Q15831,-1,stim,stim
Q09472,O15350,1,stim,stim
P06493,O15350,-1,stim,stim
P00519,O15350,1,stim,stim
P18848,Q09472,-1,stim,stim
Q09472,P15172,1,stim,stim
Q09472,P10242,1,stim,stim
Q09472,P10914,1,stim,stim
Q09472,O75030,1,stim,stim
O14503,O00327,-1,stim,stim
P27361,P16220,1,stim,stim
P27361,P05412,1,stim,stim
P27361,Q12772,1,stim,stim
P27361,P28324,1,stim,stim
P27361,P56270,1,stim,stim
P10070,P08151,1,stim,stim
P52333,P51692,1,stim,stim
P16220,P35222,1,stim,stim
P35222,Q12778,1,stim,stim
P35222,P15172,1,stim,stim
P35222,O75030,1,stim,stim
P49841,P35222,-1,stim,stim
Q9H2X6,P16220,1,stim,stim
Q9UQM7,P16220,1,stim,stim
P49841,P16220,-1,stim,stim
P16220,P21675,1,stim,stim
Q03060,P16220,-1,stim,stim
P19838,P05412,1,stim,stim
P36897,Q9H2X6,1,stim,stim
Q9H2X6,O00257,1,stim,stim
P52333,O14543,1,stim,stim
Q06124,P52333,1,stim,stim
P06493,P15172,-1,stim,stim
P28482,Q15831,-1,stim,stim
Q15831,P43268,1,stim,stim
P04637,P25208,-1,stim,stim
P28482,Q12778,-1,stim,stim
O43474,P11831,-1,stim,stim
P18846,P05412,1,stim,stim
P68400,P05412,-1,stim,stim
P05412,P17947,1,stim,stim
P49841,P05412,-1,stim,stim
Q15596,P10276,1,stim,stim
P10276,P28702,1,stim,stim
Q13547,P15172,-1,stim,stim
O75444,P10242,-1,stim,stim
P10242,P23771,1,stim,stim
P28482,P10242,-1,stim,stim
P00519,Q13535,1,stim,stim
Q13535,Q03164,1,stim,stim
Q13547,Q13351,-1,stim,stim
P68400,Q13422,-1,stim,stim
P68400,Q01892,-1,stim,stim
P10914,Q9BX63,1,stim,stim
P01137,Q06710,-1,stim,stim
P37173,P36897,1,stim,stim
Q9UBK2,P11474,1,stim,stim
P08047,Q9UL17,1,stim,stim
P00519,P42229,1,stim,stim
P52333,P42229,1,stim,stim
Q03164,Q01196,1,stim,stim
P37173,P62714,1,stim,stim
Q01664,P08047,1,stim,stim
Q14289,P16389,-1,stim,stim
P28702,P55055,1,stim,stim
P16389,P50549,1,stim,stim
P16220,P15172,1,stim,stim
O43524,P15172,1,stim,stim
Q12778,P15172,1,stim,stim
Q15672,P10242,-1,stim,stim
P27540,P05412,-1,stim,stim
P08151,P04198,1,stim,stim
P43268,Q01860,1,stim,stim
P25208,Q5VTD9,1,stim,stim
P42226,Q9UBK2,1,stim,stim
P48436,P49716,-1,stim,stim
P01137,P11802,-1,stim,stim
P01137,Q01664,-1,stim,stim
P56524,Q92826,-1,stim,stim
P12931,P19174,1,stim,stim
P12931,P25098,1,stim,stim
P19174,P16220,1,stim,stim
P19174,Q9UQM7,1,stim,stim
P19174,P42229,1,stim,stim
P06239,P42224,1,stim,stim
P06239,Q16539,1,stim,stim
P12755,Q99717,-1,stim,stim
P12755,Q15797,-1,stim,stim
P42224,P27540,1,stim,stim
Q12933,P49116,1,stim,stim
Q16539,P04637,1,stim,stim
Q16539,Q14765,1,stim,stim
Q16539,P42224,1,stim,stim
Q16539,P10275,1,stim,stim
Q16539,P61244,1,stim,stim
Q16539,P15336,1,stim,stim
Q16539,P15923,1,stim,stim
Q16539,Q02078,1,stim,stim
Q16539,P17275,1,stim,stim
Q13362,Q16566,-1,stim,stim
Q16539,Q15672,1,stim,stim
Q16539,O60381,1,stim,stim
Q16539,P28482,1,stim,stim
Q16539,P41235,1,stim,stim
Q16539,P23769,1,stim,stim
Q16539,Q06413,1,stim,stim
P13385,P01137,-1,stim,stim
P12931,O60674,1,stim,stim
Q16539,P27361,-1,stim,stim
O60674,P51692,1,stim,stim
Q9H2X6,P12755,1,stim,stim
P49841,P10070,-1,stim,stim
Q13362,P18846,1,stim,stim
O60674,P42226,1,stim,stim
O60674,P42229,1,stim,stim
P28482,Q13362,-1,stim,stim
P00519,O60674,1,stim,stim
Q01860,P13385,1,stim,stim
P49137,Q00613,1,stim,stim
P49137,P15923,1,stim,stim
P28482,P49137,1,stim,stim
P25098,Q16539,-1,stim,stim
P46937,O15350,1,stim,stim
P46937,P35222,1,stim,stim
P00519,P46937,1,stim,stim
O60674,P19174,1,stim,stim
P28347,O43524,1,stim,stim
O14543,Q9UQF2,-1,stim,stim
Q9UQF2,Q06330,-1,stim,stim
Q04206,Q14653,1,stim,stim
Q04206,P56524,1,stim,stim
P68400,Q04206,1,stim,stim
P49841,Q04206,1,stim,stim
P28482,Q04206,1,stim,stim
Q9UQF2,Q16539,1,stim,stim
Q16539,P49137,1,stim,stim
Q16539,Q15910,1,stim,stim
O60674,Q15910,-1,stim,stim
Q13131,P36956,-1,stim,stim
Q15831,Q13131,1,stim,stim
Q13131,Q12778,1,stim,stim
Q13131,Q9UBK2,1,stim,stim
Q13131,O43524,1,stim,stim
Q15796,Q15797,1,stim,stim
Q15796,Q9NQB0,1,stim,stim
Q15796,Q9UJU2,1,stim,stim
Q9UQM7,Q15796,-1,stim,stim
Q15796,Q02078,1,stim,stim
P01137,Q15796,1,stim,stim
P12755,Q15796,-1,stim,stim
Q15796,Q06413,1,stim,stim
Q04206,Q12933,1,stim,stim
Q16539,Q04206,1,stim,stim
P16220,P84022,1,stim,stim
P84022,Q12778,1,stim,stim
P84022,P23771,1,stim,stim
Q13547,P84022,-1,stim,stim
P36897,P84022,1,stim,stim
P37173,P84022,1,stim,stim
P28482,P84022,-1,stim,stim
