Node1,Node2,Sign,network,network_no_sign
Q09472,P06400,1,stim,stim
Q09472,O75030,1,stim,stim
Q09472,Q02078,1,stim,stim
P28482,Q09472,1,stim,stim
Q86Y01,Q09472,1,stim,stim
Q09472,Q00978,1,stim,stim
P49841,O00327,-1,stim,stim
P27361,P49715,-1,stim,stim
P27361,P29350,-1,stim,stim
P27361,P10242,-1,stim,stim
P27361,P98177,-1,stim,stim
P27361,Q01860,-1,stim,stim
P10070,P08151,1,stim,stim
P40763,P17275,1,stim,stim
P28482,P40763,1,stim,stim
Q13363,Q9NQB0,-1,stim,stim
P23771,P49715,-1,stim,stim
O75676,P16220,1,stim,stim
Q9UQM7,P16220,1,stim,stim
P04150,P16220,-1,stim,stim
P49841,P16220,-1,stim,stim
P28482,P16220,1,stim,stim
P36873,P16220,-1,stim,stim
Q03060,P16220,-1,stim,stim
O75676,P18846,1,stim,stim
P28482,O75676,1,stim,stim
O75676,P50549,1,stim,stim
P24941,Q9H3D4,-1,stim,stim
P24941,P15172,-1,stim,stim
P24941,P06400,-1,stim,stim
P24941,O75469,-1,stim,stim
P24941,P98177,-1,stim,stim
P67775,P28482,-1,stim,stim
P19338,P10242,-1,stim,stim
P49841,Q00613,-1,stim,stim
P23443,Q9H3D4,-1,stim,stim
P06400,P15172,1,stim,stim
Q02078,P15172,1,stim,stim
P11802,P15172,-1,stim,stim
Q9NRA0,Q13547,-1,stim,stim
P36873,Q9UQM7,-1,stim,stim
P11802,Q13761,-1,stim,stim
P11802,P06400,-1,stim,stim
P28482,Q06546,1,stim,stim
Q9UBK2,Q07869,1,stim,stim
Q13131,Q9UBK2,1,stim,stim
Q9UBK2,P11474,1,stim,stim
P11802,Q02078,-1,stim,stim
O75469,P41235,1,stim,stim
P28482,Q07869,1,stim,stim
Q13131,P98177,1,stim,stim
Q16512,P98177,-1,stim,stim
P16220,P15172,1,stim,stim
P98177,P15172,1,stim,stim
Q15672,P10242,-1,stim,stim
P08151,P04198,1,stim,stim
P40763,Q9UJQ4,1,stim,stim
P40763,P01137,1,stim,stim
Q9UJQ4,P37275,1,stim,stim
P28482,P48436,1,stim,stim
P03372,O43623,-1,stim,stim
